"시군구코드","연도","시군구명","대졸인구비율","대졸인구비율등급","여성종사자비율","여성종사자비율등급","20세미만인구성장률","20세미만인구성장률등급","투표율","투표율등급","재정자립도","재정자립도등급","경제활동인구대비종사자수","경제활동인구대비종사자수등급","1인당지역내총생산","1인당지역내총생산등급","특허출원건수","특허출원건수등급","1인당주민세","1인당주민세등급","1인당공원면적","1인당공원면적등급","도로밀도","도로밀도등급","1만인당공무원수","1만인당공무원수등급","건축허가면적증감률","건축허가면적증감률등급","주민등록인구전출입률","주민등록인구전출입률등급","폐기물재활용률","폐기물재활용률등급","1만인당사회복지시설수","1만인당사회복지시설수등급","1만인당문화체육시설수","1만인당문화체육시설수등급","1만인당축제건수","1만인당축제건수등급","비영리단체수","비영리단체수등급"
"26290","2019",부산광역시 남구,,,43.58,6,-5.2,10,,,31.02,6,0.36,5,,,587,5,25.22,4,8.96,3,4.87,6,29.22,2,-65.11,10,-1.79,10,96.74,6,8.11,1,11.35,4,0.04,1,47,5
"26320","2019",부산광역시 북구,,,59.11,6,-6.66,10,,,15.59,4,0.21,2,,,231,1,12.04,1,2.89,1,3.12,5,28.02,2,147.05,7,-1.93,10,92.5,6,7.91,1,11.28,3,0.04,1,41,4
"27290","2019",대구광역시 달서구,,,43.61,6,-4.66,10,,,24.98,5,0.42,5,,,1190,6,26.12,5,4.74,1,4.95,6,21.17,1,3.62,7,-0.83,10,83.99,5,6.31,1,14.28,4,0.02,1,63,5
"28110","2019",인천광역시 중구,,,38.57,5,6.63,9,,,50.2,6,0.94,6,,,121,1,176.24,7,0.74,1,1.06,1,49.13,4,45.72,7,9.54,8,82.79,5,9.79,1,20.54,5,0.55,6,55,5
"28237","2019",인천광역시 부평구,,,47.77,6,-6.48,10,,,23.13,5,0.34,4,,,764,6,25.97,5,5.26,1,14.01,7,18.32,1,-15.27,10,-2.62,10,91.5,6,6.42,1,11.2,3,0.02,1,103,6
"28245","2019",인천광역시 계양구,,,49.64,6,-8.29,10,,,24.04,5,0.29,4,,,280,2,14.65,2,3.05,1,5.5,6,23.56,1,-52.59,10,-3.06,10,88.91,6,8.5,1,14.75,4,0.03,1,45,5
"28720","2019",인천광역시 옹진군,,,29.39,5,-6.38,10,,,12.71,3,0.36,4,,,9,1,45.96,6,,0,0.08,1,247.51,7,0.12,4,-1.91,10,96.18,6,42.77,6,37.42,6,,0,1,1
"30230","2019",대전광역시 대덕구,,,33.51,5,-8.19,10,,,20.42,5,0.61,6,,,1097,6,66.39,6,5.17,1,3.72,5,32.19,2,49.46,7,-2.66,10,27.94,1,10.35,1,21.67,5,0.28,4,58,5
"31110","2019",울산광역시 중구,,,51.47,6,-7.16,10,,,19.51,5,0.27,3,,,282,2,18.41,3,15.34,5,5.32,6,29.66,2,-76.73,10,-3.74,10,86.63,5,5.36,1,13.86,4,0.05,1,86,6
"31200","2019",울산광역시 북구,,,26.97,4,2.86,10,,,32.2,6,0.58,6,,,293,2,108.51,7,19.57,5,1.59,2,29.27,2,-1.21,10,4.71,8,83.75,5,7.81,1,17.61,5,0.05,1,39,4
"36110","2019",세종특별자치시 세종시,,,43.67,6,6.08,9,,,72.72,7,0.37,5,,,813,6,27.05,5,66.32,7,6.45,6,12.23,1,-82.48,10,7.24,8,84.01,5,16.38,4,13.65,4,0.06,1,33,4
"41450","2019",경기도 하남시,,,41.87,5,6.16,9,,,56.15,7,0.39,5,,,493,4,16.43,3,12.1,4,6.69,6,28.72,2,-16.68,10,6.42,8,88.22,6,7.51,1,9.46,3,,0,53,5
"41550","2019",경기도 안성시,,,36.01,5,-2.63,10,,,33.94,6,0.66,6,,,741,5,53.59,6,7.11,2,2.02,3,38.37,3,-30.85,10,-0.04,10,90.65,6,29.81,5,20.87,5,0.22,3,37,4
"41820","2019",경기도 가평군,,,47.58,6,-4.08,10,,,23.62,5,0.53,5,,,67,1,20.88,4,19.5,5,1.14,1,98.47,6,14.56,7,-0.32,10,89.96,6,33.62,6,24.02,6,,0,17,1
"41830","2019",경기도 양평군,,,46.34,6,-4.12,10,,,22.1,5,0.32,4,,,111,1,11.86,1,9.11,3,0.91,1,78.97,5,-33.66,10,1.05,8,86.89,5,40.21,6,17.73,5,0.55,6,32,3
"42110","2019",강원도 춘천시,,,48.1,6,-3.47,10,,,26.95,6,0.45,5,,,877,6,20.84,4,13.77,4,1.24,1,59.02,5,-60.76,10,0.26,10,85.5,5,21.8,5,24.6,6,0.22,3,105,6
"42770","2019",강원도 정선군,,,40.43,5,-5.84,10,,,27.29,6,0.62,6,,,26,1,63.96,6,56.24,7,0.46,1,182.1,7,44.05,7,-0.55,10,93.41,6,51.7,6,44.52,6,0.57,6,5,1
"42790","2019",강원도 화천군,,,41.56,5,-4.22,10,,,14.02,4,0.28,4,,,10,1,9.49,1,36.66,6,0.27,1,213.25,7,8.93,7,-0.71,10,83.03,5,44.3,6,38.65,6,1.3,7,3,1
"43720","2019",충청북도 보은군,,,41.51,5,-7.56,10,,,7.74,1,0.53,5,,,45,1,39.17,6,34.71,6,0.79,1,145.4,6,36.27,7,-1.12,10,92.03,6,,0,69.98,7,1.28,7,23,2
"43745","2019",충청북도 증평군,,,39.32,5,-3.81,10,,,17.63,4,0.43,5,,,40,1,32.9,5,19.28,5,3.4,5,113.31,6,-6.71,10,0.1,10,84.2,5,,0,39.61,6,0.55,6,13,1
"44150","2019",충청남도 공주시,,,45.01,6,-1.04,10,,,18.66,5,0.53,5,,,392,4,29.71,5,16.83,5,1.26,1,71.15,5,,0,-0.53,10,,0,44.69,6,15.99,5,0.93,6,29,3
"44770","2019",충청남도 서천군,,,47.52,6,-5.09,10,,,13.09,3,0.64,6,,,58,1,37.32,5,19.06,5,1.94,3,99.73,6,,0,-1.09,10,,0,71.03,7,17.66,5,1.61,7,18,1
"45710","2019",전라북도 완주군,,,31.51,5,-6.11,10,,,22.5,5,0.72,6,,,578,5,76.51,6,19.74,5,1.43,1,68.96,5,6.3,7,-2.05,10,90.33,6,53.55,6,14.43,4,0.55,6,31,3
"45790","2019",전라북도 고창군,,,43.46,6,-7.48,10,,,13.8,4,0.48,5,,,46,1,16.3,3,10.7,4,1.29,1,110.13,6,-34.01,10,-1.92,10,96.68,6,119.96,7,29.32,6,1.16,7,25,2
"46110","2019",전라남도 목포시,,,49.84,6,-4.35,10,,,21.58,5,0.38,5,,,170,1,15.4,2,34.99,6,12.91,7,56.12,5,-12.9,10,-0.96,10,77.73,5,,0,17.83,5,0.09,1,137,7
"46130","2019",전라남도 여수시,,,34.41,5,-4.49,10,,,36.85,6,0.61,6,,,210,1,61.86,6,24.64,6,3.02,5,67.65,5,-9.95,10,-0.11,10,74.41,5,,0,30.89,6,0.23,3,79,6
"46780","2019",전라남도 보성군,,,46.51,6,-8.9,10,,,14.47,4,0.47,5,,,37,1,14.98,2,28.01,6,0.63,1,169.97,7,-2.79,10,-2.21,10,93.06,6,,0,26.29,6,1.33,7,13,1
"46900","2019",전라남도 진도군,,,41.61,5,-4.46,10,,,13.85,4,0.38,5,,,12,1,10.33,1,30.35,6,0.79,1,218.68,7,-41.03,10,-0.78,10,88.22,6,,0,55.31,7,1.47,7,8,1
"47190","2019",경상북도 구미시,,,36.04,5,-3.17,10,,,44.24,6,0.54,5,,,1546,7,69.02,6,39.79,6,3.25,5,41.06,3,-57.64,10,-0.74,10,81.74,5,11.9,2,22.09,5,,0,104,6
"47210","2019",경상북도 영주시,,,44.14,6,-5.08,10,,,17.88,5,0.45,5,,,63,1,25.68,4,20.82,6,1.22,1,102.15,6,-0.39,10,-1.01,10,87.19,6,40.42,6,17.27,5,0.48,6,28,3
"47720","2019",경상북도 군위군,,,36.64,5,-6.52,10,,,12.59,3,0.49,5,,,15,1,23.52,4,39.31,6,0.66,1,246.54,7,-31.94,10,0.73,8,95.61,6,104.86,7,82.49,7,0.47,5,10,1
"48310","2019",경상남도 거제시,,,29.58,5,-3.43,10,,,32.43,6,0.56,6,,,576,5,65.01,6,33.83,6,2.81,4,37.48,3,-36.53,10,-1.13,10,64.09,5,15.17,3,12.88,4,0.17,2,27,3
"48840","2019",경상남도 남해군,,,49.97,6,-4.66,10,,,17.78,5,0.44,5,,,38,1,12.25,1,26.33,6,0.81,1,110.51,6,5.77,7,0.49,9,92.68,6,70.26,7,14.64,4,0.98,7,10,1
"48870","2019",경상남도 함양군,,,41.97,5,-9.09,10,,,17.07,4,0.42,5,,,38,1,16.86,3,30.79,6,0.79,1,126.89,6,22.01,7,-0.05,10,89.24,6,118.17,7,23.69,6,0.54,6,11,1
"11200","2021",서울특별시 성동구,,,,,,,,,40.14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11320","2021",서울특별시 도봉구,,,,,,,,,25.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11380","2021",서울특별시 은평구,,,,,,,,,22.06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11560","2021",서울특별시 영등포구,,,,,,,,,42.59,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26110","2021",부산광역시 중구,,,,,,,,,25.99,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26320","2021",부산광역시 북구,,,,,,,,,13.54,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27170","2021",대구광역시 서구,,,,,,,,,15.31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27230","2021",대구광역시 북구,,,,,,,,,20.39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28110","2021",인천광역시 중구,,,,,,,,,48.27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28260","2021",인천광역시 서구,,,,,,,,,33.68,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28710","2021",인천광역시 강화군,,,,,,,,,16.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31140","2021",울산광역시 남구,,,,,,,,,33.23,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41450","2021",경기도 하남시,,,,,,,,,48.62,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42720","2021",강원도 홍천군,,,,,,,,,13.88,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42770","2021",강원도 정선군,,,,,,,,,22.16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44230","2021",충청남도 논산시,,,,,,,,,16.25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44830","2021",충청남도 당진시,,,,,,,,,26.79,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44760","2021",충청남도 부여군,,,,,,,,,13.25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46820","2021",전라남도 해남군,,,,,,,,,16.03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46890","2021",전라남도 완도군,,,,,,,,,11.58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46900","2021",전라남도 진도군,,,,,,,,,17.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47190","2021",경상북도 구미시,,,,,,,,,34.02,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47850","2021",경상북도 칠곡군,,,,,,,,,26.39,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48330","2021",경상남도 양산시,,,,,,,,,32.41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48740","2021",경상남도 창녕군,,,,,,,,,19.82,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11380","2014",서울특별시 은평구,,,,,,,,,,,,,6638.41,1,,,,,,,,,,,,,,,,,,,,,,,,
"11500","2014",서울특별시 강서구,,,,,,,,,,,,,14736.63,3,,,,,,,,,,,,,,,,,,,,,,,,
"11530","2014",서울특별시 구로구,,,,,,,,,,,,,25262.37,5,,,,,,,,,,,,,,,,,,,,,,,,
"11545","2014",서울특별시 금천구,,,,,,,,,,,,,55280.06,6,,,,,,,,,,,,,,,,,,,,,,,,
"26710","2014",부산광역시 기장군,,,,,,,,,,,,,51992.6,10,,,,,,,,,,,,,,,,,,,,,,,,
"28140","2014",인천광역시 동구,,,,,,,,,,,,,90878.78,12,,,,,,,,,,,,,,,,,,,,,,,,
"28245","2014",인천광역시 계양구,,,,,,,,,,,,,21754.5,4,,,,,,,,,,,,,,,,,,,,,,,,
"30110","2014",대전광역시 동구,,,,,,,,,,,,,21732.1,4,,,,,,,,,,,,,,,,,,,,,,,,
"30200","2014",대전광역시 유성구,,,,,,,,,,,,,62357.92,12,,,,,,,,,,,,,,,,,,,,,,,,
"41280","2014",경기도 고양시,,,,,,,,,,,,,32747.62,8,,,,,,,,,,,,,,,,,,,,,,,,
"41360","2014",경기도 남양주시,,,,,,,,,,,,,22133.42,4,,,,,,,,,,,,,,,,,,,,,,,,
"41370","2014",경기도 오산시,,,,,,,,,,,,,45292.26,10,,,,,,,,,,,,,,,,,,,,,,,,
"41410","2014",경기도 군포시,,,,,,,,,,,,,40317.5,10,,,,,,,,,,,,,,,,,,,,,,,,
"41450","2014",경기도 하남시,,,,,,,,,,,,,44336.44,10,,,,,,,,,,,,,,,,,,,,,,,,
"41830","2014",경기도 양평군,,,,,,,,,,,,,32028.16,8,,,,,,,,,,,,,,,,,,,,,,,,
"42830","2014",강원도 양양군,,,,,,,,,,,,,55040,10,,,,,,,,,,,,,,,,,,,,,,,,
"43730","2014",충청북도 옥천군,,,,,,,,,,,,,52429.36,10,,,,,,,,,,,,,,,,,,,,,,,,
"43740","2014",충청북도 영동군,,,,,,,,,,,,,37124.5,8,,,,,,,,,,,,,,,,,,,,,,,,
"44800","2014",충청남도 홍성군,,,,,,,,,,,,,57919.73,10,,,,,,,,,,,,,,,,,,,,,,,,
"44810","2014",충청남도 예산군,,,,,,,,,,,,,57503.86,10,,,,,,,,,,,,,,,,,,,,,,,,
"45770","2014",전라북도 순창군,,,,,,,,,,,,,48026.54,10,,,,,,,,,,,,,,,,,,,,,,,,
"46730","2014",전라남도 구례군,,,,,,,,,,,,,33770.56,8,,,,,,,,,,,,,,,,,,,,,,,,
"46770","2014",전라남도 고흥군,,,,,,,,,,,,,32080.22,8,,,,,,,,,,,,,,,,,,,,,,,,
"46870","2014",전라남도 영광군,,,,,,,,,,,,,79117.02,12,,,,,,,,,,,,,,,,,,,,,,,,
"46910","2014",전라남도 신안군,,,,,,,,,,,,,39004.5,8,,,,,,,,,,,,,,,,,,,,,,,,
"47110","2014",경상북도 포항시,,,,,,,,,,,,,67305.18,12,,,,,,,,,,,,,,,,,,,,,,,,
"47900","2014",경상북도 예천군,,,,,,,,,,,,,38389.72,8,,,,,,,,,,,,,,,,,,,,,,,,
"48220","2014",경상남도 통영시,,,,,,,,,,,,,57286.32,10,,,,,,,,,,,,,,,,,,,,,,,,
"48270","2014",경상남도 밀양시,,,,,,,,,,,,,44016.71,10,,,,,,,,,,,,,,,,,,,,,,,,
"48740","2014",경상남도 창녕군,,,,,,,,,,,,,65484.56,12,,,,,,,,,,,,,,,,,,,,,,,,
"11620","2005",서울특별시 관악구,24.59,7,49.04,6,-14.88,10,59.57,5,35.7,6,0.14,3,,0,1099,6,39.92,2,20.3,5,10.49,7,25.54,1,-56.68,1,-0.66,10,69.8,5,0.11,1,8.36,5,0.02,1,29,6
"11620","2010",서울특별시 관악구,26.5,7,47.52,6,-14.51,10,51.53,5,33.9,6,0.18,3,,0,1586,7,50.05,4,21.04,5,10.54,6,24.82,1,513.17,7,-1.81,10,84.04,6,0.67,3,12.92,5,0.02,1,37,6
"11710","2005",서울특별시 송파구,28.36,7,37.88,5,-21.05,10,60.4,5,83.7,7,0.4,6,,0,1704,7,119.04,6,3.17,1,10.35,7,25.35,1,497.98,7,-0.22,10,55.22,5,0.09,1,12.43,6,0.02,1,35,6
"26200","2005",부산광역시 영도구,9.88,5,30.91,5,-26.53,10,58,5,23.4,5,0.22,4,1566222,3,46,1,43.1,3,5.37,1,7.59,6,35.54,2,11.38,1,-1.95,10,74.88,6,0.32,4,10.25,5,0.13,2,9,3
"26290","2000",부산광역시 남구,9.36,6,36.58,5,-20.22,10,60.11,5,42.4,6,0.18,4,,0,,,31.32,3,7.84,1,7.36,7,21.74,1,,0,-0.44,10,64.61,5,0.17,4,5.63,2,0.03,1,,
"26410","2000",부산광역시 금정구,12.28,6,42.79,6,-21.24,10,59.81,5,36.9,6,0.28,5,,0,,,46.1,5,11.71,3,2.35,5,23.24,2,,0,-1.45,10,57.91,5,0.39,6,20.53,6,0.04,1,,
"26470","2010",부산광역시 연제구,19.43,6,47.79,6,-13.42,10,53.37,5,21.7,5,0.41,5,3193732,5,130,1,103.09,6,0.42,1,11.33,6,33.65,2,-10.99,1,-0.53,10,71.32,5,0.89,4,11.92,5,0.05,1,42,6
"27170","2010",대구광역시 서구,8.84,5,41.74,6,-27.81,10,52.13,5,16.8,4,0.33,5,2514090,4,181,1,55.54,5,2.08,1,11.26,6,30.91,2,-60.05,1,-2,10,69.32,5,0.85,4,11.15,4,0.05,1,23,4
"28110","2005",인천광역시 중구,14.2,6,34.45,5,22.24,9,56.57,5,55.3,6,0.72,7,7150442,7,63,1,314.35,7,64.69,7,1.72,3,69.52,5,-36.54,1,2.29,8,74.86,6,0.23,3,17.99,6,0.58,6,30,6
"28185","2005",인천광역시 연수구,15.7,6,48.45,6,-10.65,10,56.77,5,37.8,6,0.14,3,1698518,4,638,6,54.31,4,6.11,1,8.58,7,21.7,1,-43.74,1,3.26,8,63.76,5,0.42,5,7.28,4,0.04,1,29,6
"28237","2005",인천광역시 부평구,13.08,6,42.99,6,-10.01,10,54.7,5,36.5,6,0.23,5,5834178,6,695,6,48.33,3,5.07,1,8.57,7,16.48,1,-34.19,1,1.32,8,74.4,6,0.2,2,9.76,5,0.02,1,50,7
"28245","2005",인천광역시 계양구,11.12,5,47.6,6,-12.9,10,53.7,5,35.8,6,0.19,4,2589506,5,269,3,32.56,1,5.33,1,4.93,6,18.38,1,9.58,1,-1.01,10,73.51,5,0.03,1,9.22,5,0,1,13,4
"28260","2005",인천광역시 서구,9.5,5,29.66,5,-0.43,10,52.27,5,44.9,6,0.35,6,6993294,7,656,6,76.85,5,4.58,1,4.69,6,19.54,1,3.75,1,4.48,8,49.59,5,0.16,1,9.62,5,0.03,1,17,5
"29140","2010",광주광역시 서구,22.72,6,40.96,6,-13.49,10,50.93,5,22.1,5,0.43,6,5551551,6,313,3,110.91,6,14.66,4,6.99,5,18.71,1,-94.63,1,0,10,85.24,6,0.82,4,13.92,5,0.03,1,58,6
"29155","2000",광주광역시 남구,13.99,6,35.73,5,-21.94,10,64.88,5,23.3,5,0.18,4,,0,,,17.36,1,6.06,1,4.15,6,30.37,3,-37.33,10,-3.19,10,58.45,5,0.48,6,3.88,1,0.04,1,,
"29170","2010",광주광역시 북구,19.63,6,42.66,6,-5.96,10,49.43,5,15.8,4,0.31,5,5724644,6,1218,6,57.64,5,17.38,4,4.95,3,24,1,38.96,2,-1.61,10,89.3,6,0.58,2,26.94,6,0.02,1,106,7
"29200","2000",광주광역시 광산구,9.6,6,33,5,47.21,8,65.65,5,31,5,0.37,6,,0,,,36.25,4,9.46,2,2.58,5,29.84,3,-32.76,10,0.59,10,71.47,6,0.2,5,5.4,2,0,1,,
"11200","2000",서울특별시 성동구,12.72,6,33.11,5,-12.01,10,61.95,5,42.2,6,0.39,6,,0,,,57.91,5,1.49,1,23.4,7,35.2,4,-69.76,10,-0.52,10,42.04,4,0.03,1,4.58,1,0,1,,
"11260","2000",서울특별시 중랑구,9.19,6,45.31,6,-9.39,10,58.76,5,35.1,6,0.17,4,,0,,,19.12,1,10.25,2,16.42,7,26.86,2,-41.29,10,-1.68,10,39.82,4,0.02,1,22.5,6,0.02,1,,
"11320","2005",서울특별시 도봉구,19,6,43.09,6,-11.23,10,60.03,5,37.2,6,0.14,3,,0,275,3,27.96,1,2.76,1,12.16,7,29.43,1,-75.87,1,-0.55,10,65.76,5,0.08,1,8.65,5,0,1,12,4
"11410","2005",서울특별시 서대문구,21.13,6,50.35,6,-14.15,10,60.5,5,43.5,6,0.24,5,,0,785,6,73.81,5,13.58,4,17.01,7,36.53,3,419.52,7,-1.19,10,68.81,5,0.12,1,8.93,5,0.09,1,33,6
"11470","2010",서울특별시 양천구,26.18,6,42.76,6,-9.4,10,53.73,5,43.6,6,0.23,4,,0,779,6,117.4,6,5.2,1,23.43,7,25.31,1,296.66,7,-1.93,10,90.09,6,0.72,3,15.47,5,0,1,23,4
"11500","2010",서울특별시 강서구,22.29,6,41.87,6,-9.9,10,52.13,5,33.8,6,0.31,5,,0,859,6,84.69,6,5.92,1,9.21,5,24.01,1,179.47,6,-1.68,10,72.57,6,0.79,3,13.82,5,0.04,1,23,4
"11530","2000",서울특별시 구로구,11.7,6,32.67,5,-7.43,10,61.84,5,45.5,6,0.3,5,,0,,,42.07,4,6.15,1,13.53,7,29.55,3,-69.91,10,0.92,9,60.49,5,0.15,4,0.76,1,0,1,,
"11545","2005",서울특별시 금천구,12.83,6,32.91,5,-19.58,10,58.27,5,31.8,6,0.56,6,,0,1378,7,120.17,6,7.87,1,13.74,7,43.77,3,93.72,5,-1.7,10,80.99,6,0.12,1,9.98,5,0.04,1,7,1
"11590","2005",서울특별시 동작구,26.17,7,45.87,6,-13.41,10,61.1,5,47.1,6,0.22,4,,0,671,6,68.33,4,9.09,2,14.66,7,29.69,1,-9.29,1,-0.74,10,70.44,5,0.22,3,8.86,5,0,1,21,5
"30200","2000",대전광역시 유성구,23.91,7,34.24,5,25.92,8,62.93,5,45.8,6,0.4,6,2864045,6,,,91.92,6,38.03,6,1.89,4,30.14,3,83.01,8,1.37,9,41.94,4,0.55,7,11.03,5,0.06,1,,
"31110","2000",울산광역시 중구,7.3,5,49.26,6,,0,63.28,5,30.5,5,0.15,3,,0,,,24.5,2,2.94,1,7.22,7,19.74,1,,0,-0.19,10,57.45,5,0.09,1,11.39,5,0,1,,
"41190","2000",경기도 부천시,9.38,6,40.99,6,-9.73,10,59.69,5,69,7,0.3,5,7777764,7,,,36.1,4,2.57,1,9.34,7,25.79,2,126.59,8,-1.09,10,61.05,5,0.08,1,3.14,1,0.05,1,,
"41250","2000",경기도 동두천시,4.18,4,42.08,6,-3.4,10,67.05,5,44.4,6,0.27,5,,0,,,27.97,3,1.34,1,0.82,1,61.36,5,58.92,8,0.28,10,40.13,4,0.68,7,43.54,7,0.27,6,,
"41280","2000",경기도 고양시,19.23,7,38.68,6,45.57,8,60.25,5,67.6,7,0.21,5,,0,,,36.03,4,24.09,5,2.43,5,22.21,1,20.09,8,2.18,8,46.29,5,0.12,3,1.54,1,0.03,1,,
"41360","2005",경기도 남양주시,13.75,6,39.61,6,13.12,10,56.47,5,44.5,6,0.19,4,3726630,6,458,5,38.38,2,3.41,1,0.65,1,32.81,2,199.08,6,7.02,8,77.05,6,0.21,2,8.8,5,0.02,1,35,6
"41370","2000",경기도 오산시,7.65,5,37.75,5,37.85,8,65.68,5,40,6,0.31,6,1469759,4,,,52.8,5,4.79,1,1.87,4,37.1,4,175.85,8,19.12,8,68.41,6,0.29,6,17.92,6,0,1,,
"41410","2010",경기도 군포시,22.58,6,37.34,5,-9.84,10,54.87,5,52.4,6,0.37,5,4066435,6,725,6,5.56,1,2.46,1,5.62,4,29.74,2,-32.95,1,2.74,8,99.96,6,0.97,4,13.2,5,0.04,1,48,6
"41450","2000",경기도 하남시,8.12,6,35.74,5,-7.08,10,60.85,5,42.5,6,0.22,5,984576,3,,,35.75,4,0.34,1,0.83,1,40.41,4,-90.3,10,-1.03,10,71.63,6,0.17,4,25.72,6,0.08,2,,
"41450","2010",경기도 하남시,16.4,6,38.1,5,1.84,10,52.53,5,48.3,6,0.4,5,2124911,4,275,3,6.58,1,7.25,1,1.01,1,49.7,4,-40.6,1,-0.44,10,99.5,6,1.44,5,11.24,4,0.07,1,30,5
"41460","2005",경기도 용인시,27.97,7,38.05,5,58.66,8,59.47,5,63.7,7,0.32,5,20088414,7,4715,7,179.59,6,7.57,1,1.13,1,28.55,1,39.12,2,7.03,8,80.64,6,0.35,4,9.22,5,0.04,1,22,5
"41460","2010",경기도 용인시,29.01,7,39.04,5,19.77,8,52.03,5,66.2,7,0.33,5,18020780,7,4147,7,8.14,1,7.59,1,1.16,1,28.36,2,-17.32,1,3.15,8,94.89,6,0.97,4,11.71,5,0.07,1,62,6
"41630","2000",경기도 양주시,5.03,4,26.46,5,8.39,10,64.9,5,,0,0.57,6,,0,,,31.5,3,0.34,1,0.96,1,48.32,5,172.19,8,7.38,8,53.98,5,0.27,6,26.65,6,0,1,,
"42130","2010",강원도 원주시,14.73,6,42.58,6,0.52,10,50.87,5,34,6,0.34,5,4870756,6,492,5,6.72,1,25.85,5,1.2,1,43.35,4,-42.2,1,1,8,82.06,6,1.51,5,19.2,6,0.19,3,35,5
"42170","2000",강원도 동해시,7.16,5,43.15,6,-9.78,10,69.48,6,27.5,5,0.24,5,1189318,4,,,40,4,42.88,6,2.83,5,56.99,5,-52.06,10,-0.82,10,94.75,6,0,1,14.48,5,0.31,6,,
"42790","2005",강원도 화천군,8.18,5,38.54,5,-13.48,10,71.2,6,12.7,3,0.19,4,529002,1,4,1,62.36,4,34.65,6,0.42,1,212.73,7,16.29,1,-2.92,10,58.84,5,0.92,6,21.64,6,1.84,7,3,1
"42810","2010",강원도 인제군,11.2,5,38.7,5,-19.45,10,64.27,6,12.5,3,0.28,5,905554,1,17,1,7.03,1,40.05,6,0.29,1,174.17,7,717.13,7,0.09,9,88.74,6,1.04,4,29.9,6,3.82,7,4,1
"43110","2000",충청북도 청주시,11.23,6,44.2,6,2.57,10,61.69,5,69.9,7,0.29,5,6486072,7,,,53.56,5,42.98,6,5.36,6,26.67,2,-34.57,10,0.87,9,61.2,5,0.26,5,10.31,5,0,1,,
"43150","2005",충청북도 제천시,7.9,5,39.56,6,-19.42,10,62.6,5,22.2,5,0.28,5,1462147,3,64,1,51.12,3,19.07,5,0.92,1,74.96,5,572.25,7,-0.65,10,51.7,5,0.6,6,10.46,5,0.23,4,16,5
"43745","2010",충청북도 증평군,11.11,5,38.39,5,1.74,10,55.8,5,22.9,5,0.35,5,571195,1,30,1,7.2,1,8.18,1,0.98,1,103.71,6,-53.88,1,-0.05,10,83.13,6,1.9,6,20.61,6,0.63,6,6,1
"43750","2010",충청북도 진천군,7.68,4,31.45,5,-4.6,10,57.73,6,26.3,5,0.73,6,2782358,5,191,1,16.42,1,19.44,5,0.87,1,88.35,6,103.22,6,0.03,10,88.59,6,2.58,6,22.13,6,0.32,5,8,1
"44150","2005",충청남도 공주시,8.57,5,45.03,6,-14.79,10,61.8,5,19.2,4,0.23,5,1910719,4,193,1,63.81,4,23.33,5,0.82,1,96.71,6,-43.41,1,-0.47,10,57.54,5,0.87,6,7.24,4,0.55,6,18,5
"44210","2010",충청남도 서산시,10.27,5,33.96,5,1.86,10,54.4,5,32.1,6,0.36,5,7699334,7,218,2,8.77,1,66.75,7,0.99,1,62.8,5,-18.35,1,0.07,9,40.79,4,1.21,5,14.92,5,0.45,5,17,3
"44730","2005",충청남도 연기군,7.29,4,37.06,5,,,60.57,5,21.2,5,0.37,6,1555631,3,135,1,80.46,5,9.89,2,0.78,1,98.74,6,246.27,7,-0.4,10,78.67,6,1.24,7,11.51,5,0.25,5,8,2
"44790","2010",충청남도 청양군,5.33,3,41.36,6,-17.72,10,67.37,6,12.2,3,0.32,5,664553,1,67,1,5.83,1,0.02,1,0.72,1,177.79,7,65.12,4,-0.26,10,40,4,1.68,6,16.13,5,1.01,7,5,1
"45130","2000",전라북도 군산시,8.72,6,34.35,5,-7.16,10,66.83,5,31.7,5,0.26,5,,0,,,41.76,4,7.82,1,1.41,3,48.55,5,-25.37,10,-1.61,10,62.84,5,0.44,6,21.16,6,0.04,1,,
