"시군구코드","연도","시군구명","대졸인구비율","대졸인구비율등급","여성종사자비율","여성종사자비율등급","20세미만인구성장률","20세미만인구성장률등급","투표율","투표율등급","재정자립도","재정자립도등급","경제활동인구대비종사자수","경제활동인구대비종사자수등급","1인당지역내총생산","1인당지역내총생산등급","특허출원건수","특허출원건수등급","1인당주민세","1인당주민세등급","1인당공원면적","1인당공원면적등급","도로밀도","도로밀도등급","1만인당공무원수","1만인당공무원수등급","건축허가면적증감률","건축허가면적증감률등급","주민등록인구전출입률","주민등록인구전출입률등급","폐기물재활용률","폐기물재활용률등급","1만인당사회복지시설수","1만인당사회복지시설수등급","1만인당문화체육시설수","1만인당문화체육시설수등급","1만인당축제건수","1만인당축제건수등급","비영리단체수","비영리단체수등급"
"11170","2020",서울특별시 용산구,43.59,7,,,-5.26,10,64.19,5,49.92,6,,,,,1268,6,86.41,7,2.86,1,,,,,,,0.56,8,,,,,,,0.1,1,172,7
"26230","2020",부산광역시 부산진구,23.25,6,,,-5.74,10,63.74,5,22.86,5,,,,,654,5,28.46,5,0.18,1,,,,,,,0.84,8,,,,,,,0.14,1,161,7
"26380","2020",부산광역시 사하구,18.1,5,,,-6.84,10,63.46,5,20.24,5,,,,,647,5,27.28,5,0.27,1,,,,,,,-2.69,10,,,,,,,0.13,1,38,4
"26440","2020",부산광역시 강서구,26,6,,,6.75,9,66.22,5,46.73,6,,,,,799,6,117.82,7,2.05,1,,,,,,,5.54,8,,,,,,,0.31,4,17,1
"27110","2020",대구광역시 중구,30.85,6,,,-5.25,10,63.25,5,27.21,6,,,,,116,1,10.13,1,0.75,1,,,,,,,-0.91,10,,,,,,,1.36,7,108,6
"27260","2020",대구광역시 수성구,35.15,6,,,-3.77,10,69.32,6,29.57,6,,,,,557,5,7.18,1,8.4,4,,,,,,,-0.82,10,,,,,,,0.02,1,87,6
"30110","2020",대전광역시 동구,17.31,5,,,-7.04,10,62.1,5,11.92,3,,,,,299,2,23.06,4,3.05,1,,,,,,,-1.4,10,,,,,,,0,1,83,6
"30140","2020",대전광역시 중구,23.87,6,,,-6.38,10,63.38,5,15.34,4,,,,,303,2,28.15,5,2.1,1,,,,,,,-1.78,10,,,,,,,0.04,1,221,7
"31140","2020",울산광역시 남구,24.55,6,,,-4.15,10,67.37,6,35.38,6,,,,,503,4,62.15,6,30.17,7,,,,,,,-1.27,10,,,,,,,0.13,1,183,7
"41310","2020",경기도 구리시,23.57,6,,,-4.86,10,65.43,5,34.96,6,,,,,201,1,17.11,3,7.02,3,,,,,,,-0.98,10,,,,,,,0.11,1,38,4
"41370","2020",경기도 오산시,18.02,5,,,-1.39,10,59.85,5,41.37,6,,,,,411,4,25.8,5,9.58,4,,,,,,,1.11,8,,,,,,,0.09,1,36,4
"41390","2020",경기도 시흥시,17.51,5,,,1.86,10,60.5,5,47.49,6,,,,,1519,6,30.02,5,12.63,5,,,,,,,5.07,8,,,,,,,0.04,1,60,5
"41500","2020",경기도 이천시,17.09,5,,,-3.15,10,60.44,5,47.92,6,,,,,1410,6,99.78,7,17.2,6,,,,,,,1.13,8,,,,,,,0.32,4,41,4
"42170","2020",강원도 동해시,18.27,5,,,-2.27,10,64.45,5,19.22,5,,,,,62,1,28.06,5,22.2,6,,,,,,,0.39,9,,,,,,,0.35,5,28,3
"42780","2020",강원도 철원군,16.59,5,,,-3.62,10,65.37,5,12.01,3,,,,,49,1,9.77,1,17.37,6,,,,,,,-1.81,10,,,,,,,1.43,7,5,1
"45750","2020",전라북도 임실군,11.7,4,,,-4.43,10,73.32,6,14.28,4,,,,,39,1,17.73,3,15.8,6,,,,,,,-4.92,10,,,,,,,0.39,5,19,1
"46790","2020",전라남도 화순군,15.49,5,,,-6.71,10,70.15,6,21.58,5,,,,,107,1,32.71,5,18.48,6,,,,,,,0.28,9,,,,,,,1.02,6,23,2
"46880","2020",전라남도 장성군,15.94,5,,,-7.93,10,70.63,6,14.6,4,,,,,170,1,31.72,5,18.16,6,,,,,,,-2.29,10,,,,,,,1.25,7,11,1
"46890","2020",전라남도 완도군,10.39,4,,,-2.8,10,73.4,6,11.1,3,,,,,43,1,13.11,2,20.9,6,,,,,,,-0.75,10,,,,,,,0.88,6,11,1
"47130","2020",경상북도 경주시,18.37,5,,,-4.67,10,66.76,6,23.91,5,,,,,556,5,43.01,6,13.61,5,,,,,,,-0.34,10,,,,,,,0.16,1,88,6
"47190","2020",경상북도 구미시,16.19,5,,,-4.4,10,60.68,5,41.34,6,,,,,1405,6,64.11,6,22.31,6,,,,,,,-1.06,10,,,,,,,0.22,3,112,6
"47720","2020",경상북도 군위군,10.83,4,,,-5.66,10,74.64,6,13.63,4,,,,,26,1,21.24,4,24.99,6,,,,,,,-1.28,10,,,,,,,0.93,6,10,1
"47750","2020",경상북도 청송군,11.77,4,,,-7.45,10,71.63,6,10.93,3,,,,,9,1,8.87,1,19.06,6,,,,,,,-0.19,10,,,,,,,0.43,5,11,1
"47760","2020",경상북도 영양군,10.96,4,,,-16.44,10,74.46,6,10.46,3,,,,,4,1,5.96,1,32.77,7,,,,,,,-0.56,10,,,,,,,3.24,7,5,1
"47930","2020",경상북도 울진군,16.87,5,,,-4.9,10,69.2,6,16.47,4,,,,,53,1,43.92,6,14.11,5,,,,,,,-0.45,10,,,,,,,0.66,6,21,1
"36110","2010",세종특별자치시 세종시,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11110","2016",서울특별시 종로구,,,43.07,6,-3.11,10,,,54.64,7,2.06,7,183562.43,7,1658,7,251.58,7,7.47,2,13.77,7,78.76,6,7.84,1,-1.82,10,78.51,5,6.32,1,36.17,6,0.06,6,266,7
"11320","2016",서울특별시 도봉구,,,50.21,6,-5.06,10,,,23.84,5,0.2,3,8089.29,1,265,2,8.38,1,6.5,1,8.88,6,34.92,3,-18.61,1,-1.08,10,90.58,6,6.58,1,11.94,4,0,1,41,5
"11380","2016",서울특별시 은평구,,,54.98,6,-4.58,10,,,23.68,5,0.19,2,7995.97,1,521,5,7.46,1,7.13,1,4.83,6,28.8,2,-79.16,10,-1.64,10,92.34,6,4.95,1,12.17,4,0.01,1,76,6
"11560","2016",서울특별시 영등포구,,,40.8,5,-4.36,10,,,45.15,6,1.26,7,74745.62,7,10469,7,145.63,7,2.24,1,14.77,7,34.84,3,6.2,1,-2.83,10,90.1,6,7.42,1,23.09,6,,0,133,7
"11620","2016",서울특별시 관악구,,,48.75,6,-4.79,10,,,24.8,5,0.22,3,10571.61,1,1250,6,10.34,1,1.78,1,12.2,7,28.2,2,18.91,5,-0.98,10,91.31,6,4.34,1,10.61,4,0.01,1,69,6
"11650","2016",서울특별시 서초구,,,38.81,5,-2.25,10,,,63.6,7,1.3,7,65952.89,6,6368,7,103.11,7,5.02,1,8.32,6,33.72,3,-15.63,1,-0.71,10,88.59,6,4.19,1,20,5,0,1,117,7
"26260","2016",부산광역시 동래구,,,50.01,6,-2.02,10,,,23.81,5,0.36,5,12104.47,2,234,1,14.33,3,18.72,5,5.49,6,25.19,2,-73.61,10,-0.22,10,95.9,6,7.51,1,12.26,4,0,1,64,6
"26410","2016",부산광역시 금정구,,,40.9,5,-4.85,10,,,23.97,5,0.4,5,18512.12,4,651,5,19.83,4,5.43,1,3.39,5,30.03,3,-30.13,10,-0.54,10,94.36,6,7.35,1,14.46,5,0.01,1,62,6
"26470","2016",부산광역시 연제구,,,49.87,6,-4.04,10,,,22.51,5,0.49,6,29035.9,5,194,1,20.29,4,0.41,1,4.68,6,30.17,3,133.43,7,-1.89,10,95.53,6,7.59,1,13.03,4,0.12,7,72,6
"27200","2016",대구광역시 남구,,,51.99,6,-8.12,10,,,14.44,4,0.34,5,14138.95,3,171,1,18.68,4,0.66,1,6.64,6,40.04,4,-48.47,10,-2.74,10,86.83,6,8.99,1,10.93,4,0.29,7,66,6
"27230","2016",대구광역시 북구,,,43.01,6,-4.24,10,,,21.57,5,0.38,5,20058.33,4,1209,6,16.24,3,4.09,1,3.23,5,22.26,1,126.29,7,-0.97,10,79.92,6,8.32,1,12.78,4,0.01,1,45,5
"28237","2016",인천광역시 부평구,,,46.14,6,-4.18,10,,,23.3,5,0.32,4,17134.16,4,840,6,24.59,5,1.3,1,28.1,7,14.57,1,123.25,7,-1.53,10,154.35,6,5.63,1,16.9,5,0.01,2,96,6
"28260","2016",인천광역시 서구,,,37.13,5,-1.59,10,,,40.64,6,0.4,5,38416.96,6,1070,6,27.92,5,7.47,2,6.14,6,14.37,1,-4.31,1,0.6,7,272.61,7,7.02,1,15.51,5,0.01,1,55,6
"36110","2016",세종특별자치시 세종시,,,40.14,5,20.11,8,,,59.01,7,0.36,5,,0,548,5,29.04,5,92.98,7,6.26,6,11.88,1,79.69,7,12.27,7,231.41,7,20.32,4,8.88,3,0,1,24,3
"41150","2016",경기도 의정부시,,,52.93,6,-2.77,10,,,34.05,6,0.28,4,16917.42,3,318,3,11.75,2,8.44,2,8.83,6,27.43,2,7.09,1,0.77,7,87.34,6,8.62,1,17.05,5,0.01,1,93,6
"41190","2016",경기도 부천시,,,47.71,6,-3.31,10,,,47.55,6,0.37,5,20090.83,4,1520,7,18.27,4,7.82,2,16.46,7,27.19,2,-19.35,1,-0.14,10,86.2,6,3.63,1,14.66,5,0.01,1,106,7
"41370","2016",경기도 오산시,,,47.36,6,-1.81,10,,,45.59,6,0.33,5,25787.71,5,321,3,21.22,4,14.97,5,11.27,7,29.38,2,-23.19,1,0.06,5,82.31,6,40.86,6,16.84,5,0,1,31,4
"41570","2016",경기도 김포시,,,34.67,5,1.97,10,,,49.96,6,0.52,6,23467.55,5,1080,6,22.35,4,16.95,5,4.91,6,28.9,2,-35.58,10,3.04,7,81.72,6,5.15,1,13.47,4,0,1,33,4
"41590","2016",경기도 화성시,,,28.23,5,6.64,8,,,64.25,7,0.85,6,77941.02,7,2916,7,89.46,7,23.36,6,5.52,6,30.05,3,9.9,2,6.09,7,89.24,6,11.5,1,13.74,4,0,1,67,6
"41830","2016",경기도 양평군,,,46.24,6,1.63,10,,,23.33,5,0.27,4,17653,4,94,1,11.45,2,9.39,3,0.83,1,78.71,6,53.29,6,2.95,7,91.83,6,40.11,6,19.77,5,0.04,6,25,3
"42810","2016",강원도 인제군,,,41.01,5,-3.8,10,,,10.7,3,0.29,4,42211.12,6,20,1,13.49,3,38.32,6,0.28,1,138.82,6,145.54,7,-1.91,10,86.85,6,29.37,5,31.69,6,0.02,3,5,1
"44790","2016",충청남도 청양군,,,40.25,5,-4.68,10,,,16.18,4,0.42,5,31364.64,5,31,1,20.21,4,3.18,1,0.17,1,177.48,7,56.68,7,1.72,7,73.86,5,111.85,7,15.61,5,0.2,7,5,1
"45790","2016",전라북도 고창군,,,41.96,6,-1.1,10,,,15.42,4,0.36,5,23532.11,5,104,1,13.72,3,8.23,2,1.29,1,94.35,6,2,1,1.61,7,96.25,6,109.02,7,23.24,6,0.11,7,25,3
"46800","2016",전라남도 장흥군,,,47.83,6,-5.2,10,,,11.56,3,0.4,5,22262.71,4,38,1,9.65,1,28.41,6,0.84,1,155.7,7,78.22,7,-6.13,10,65.94,5,125.25,7,29.29,6,0.01,1,14,1
"46890","2016",전라남도 완도군,,,46.58,6,-2.38,10,,,12.64,3,0.31,4,18353.16,4,25,1,8.98,1,27.95,6,0.92,1,136.3,6,18.96,5,-0.35,10,31.77,2,74.23,6,20.65,5,0.02,4,10,1
"47280","2016",경상북도 문경시,,,47.19,6,-5.8,10,,,19.88,5,0.34,5,19729.61,4,69,1,16.39,3,35.25,6,0.34,1,125.85,6,20.43,5,-1,10,15.04,1,57.68,6,26.92,6,0.02,3,28,4
"47850","2016",경상북도 칠곡군,,,34.68,5,-2.06,10,,,27.03,6,0.58,6,32354.72,5,213,1,33.19,5,36.95,6,3,4,62.07,5,-16.51,1,-0.22,10,65.07,5,24.23,4,16.41,5,0.01,1,32,4
"47930","2016",경상북도 울진군,,,38.76,5,-4.34,10,,,15.95,4,0.4,5,47286.68,6,42,1,44.87,6,28.65,6,0.62,1,128.66,6,37.06,6,0.19,7,53,5,54.98,6,21.4,6,0.02,4,19,2
"47830","2017",경상북도 고령군,,,29.13,5,-5.11,10,,,21.05,5,0.42,3,43019.55,6,47,1,34.76,5,20.74,5,2.54,4,171.29,7,-47.36,10,-0.87,10,64.2,5,69.49,6,28.44,6,0.32,5,7,1
"47930","2017",경상북도 울진군,,,39.59,5,-4.94,10,,,17.41,4,0.52,4,48321.56,6,46,1,53.29,6,26.33,6,0.63,1,138.2,6,-49.34,10,-0.94,10,51.45,5,55.58,6,22.57,6,0.64,6,19,2
"48310","2017",경상남도 거제시,,,27.74,4,-3.34,10,,,37.87,6,1.09,6,40023.58,6,611,5,73.93,7,36.44,6,2.73,4,33.12,3,-47.69,10,-1.83,10,52.35,5,13.96,2,17.43,5,0.16,3,24,3
"48740","2017",경상남도 창녕군,,,35.75,5,-3.26,10,,,19.42,5,0.32,2,39023.87,6,63,1,30.87,5,54.47,7,1.57,2,81.42,6,-36.56,10,0.68,7,75.11,6,70.67,6,17.46,5,0.34,5,16,1
"48870","2017",경상남도 함양군,,,43.66,6,-4.41,10,,,16.95,4,0.31,2,24739.71,5,39,1,14.26,3,30.39,6,0.76,1,115.66,6,-42.17,10,0.8,7,26.52,2,114.06,7,24.31,6,0.53,6,10,1
"48310","2016",경상남도 거제시,,,26.58,4,-0.3,10,,,41.53,6,0.62,6,40648.14,6,764,6,86.01,7,36.02,6,2.61,4,30.72,3,-62.46,10,-0.38,10,33.16,3,13.8,2,16.43,5,0,1,22,3
"48730","2016",경상남도 함안군,,,26.35,4,-2.98,10,,,25.65,5,0.81,6,53685.39,6,122,1,52.93,6,25.93,6,1.54,2,67.15,5,-20.94,1,-0.11,10,73.57,5,56.1,6,18.03,5,0.01,1,15,1
"48820","2016",경상남도 고성군,,,36.98,5,-2.25,10,,,16.98,4,0.46,5,47236.64,6,47,1,31.97,5,24.66,6,2.37,4,90.73,6,70.33,7,-0.4,10,54.04,5,67.47,6,16.87,5,,0,20,2
"48840","2016",경상남도 남해군,,,49.53,6,-4,10,,,15.64,4,0.34,5,19695.25,4,26,1,10.67,1,23.59,6,0.93,1,98.01,6,12.23,3,-0.34,10,32.78,3,64.83,6,20.91,5,0.03,5,10,1
"48850","2016",경상남도 하동군,,,42.1,6,-9.14,10,,,14.41,4,0.33,5,45807.08,6,43,1,21.42,4,26.93,6,1.21,1,102.67,6,-20.13,1,-0.49,10,60.44,5,90.22,7,19.61,5,0.03,4,11,1
"11140","2017",서울특별시 중구,,,45.31,6,-6.26,10,,,62.36,7,3.76,7,407395.59,7,2744,7,516.11,7,12.89,4,19.21,7,102.95,6,37.68,7,0.26,7,78.52,6,5.78,1,40.81,6,0.17,3,129,7
"11380","2017",서울특별시 은평구,,,55.63,6,-5.67,10,,,24.03,5,0.19,1,9274.61,1,452,4,8.17,1,7.22,2,4.83,6,29.96,3,-0.25,1,-1.08,10,93.76,6,5.17,1,12.48,4,0.04,1,79,6
"11590","2017",서울특별시 동작구,,,52.5,6,-4.47,10,,,34.23,6,0.32,2,15785.23,3,893,6,17.59,3,8.63,2,15.88,7,33.89,3,-53.98,10,-1.52,10,90.88,6,5.08,1,13.48,4,0.03,1,76,6
"26380","2017",부산광역시 사하구,,,42.16,6,-4.7,10,,,21.67,5,0.37,3,20959.32,4,669,5,24.56,5,2.56,1,4.52,6,26.06,2,-61.87,10,-0.39,10,82.58,6,6.91,1,12.35,4,0.09,1,39,5
"26410","2017",부산광역시 금정구,,,41.65,5,-4.5,10,,,24.09,5,0.41,3,18894.11,4,746,6,21.66,4,6.3,1,3.43,5,31.59,3,49.45,7,0.05,6,95.34,6,7.31,1,14.49,4,0.04,1,57,6
"27140","2017",대구광역시 동구,,,45.05,6,-3.87,10,,,21.04,5,0.37,3,20283.7,4,507,5,21.75,4,6.16,1,2.13,3,27.52,2,72.23,7,-0.64,10,92.4,6,8.96,1,12.71,4,0.09,1,49,5
"27230","2017",대구광역시 북구,,,43.08,6,-4.59,10,,,22.73,5,0.39,3,23126.79,4,1219,6,17.52,3,4.3,1,3.21,5,23.54,1,-26.39,10,0.04,5,88.41,6,8.14,1,12.58,4,0.02,1,46,5
"28245","2017",인천광역시 계양구,,,50.33,6,-6.83,10,,,22.95,5,0.26,1,13911.28,2,339,3,13.02,2,2.72,1,5.49,6,24.95,2,-47.78,10,-2.21,10,87.37,6,8.75,1,13.81,4,0,1,41,5
"29110","2017",광주광역시 동구,,,55.94,6,-3.57,10,,,15.61,4,0.8,5,36775.46,5,269,2,44.53,6,3.39,1,2.22,3,48.62,4,0.88,1,-0.04,10,98.73,6,15.7,3,30.3,6,0.1,1,151,7
"30230","2017",대전광역시 대덕구,,,32.99,5,-8.03,10,,,21.6,5,0.55,4,41196.02,6,949,6,59.34,6,10.45,3,3.7,5,28.71,2,-85.45,10,-3.21,10,69.45,5,8.78,1,17.18,5,0.05,1,53,5
"41280","2017",경기도 고양시,,,47.05,6,-3.56,10,,,53.81,6,0.85,5,19314,4,1668,7,17.34,3,9.19,3,7.61,6,26.91,2,-11.24,10,-0.01,1,78.59,6,7.9,1,15.5,5,0.02,1,207,7
"41290","2017",경기도 과천시,,,38.82,5,-14.53,10,,,58.09,7,0.06,1,81728.67,7,160,1,60.23,6,139.73,7,4.93,6,93.24,6,122.57,7,-11.02,10,89.84,6,6.96,1,15.6,5,0.19,3,28,4
"41410","2017",경기도 군포시,,,43.13,6,-5.42,10,,,47.03,6,0.27,1,25814.67,5,1346,6,23.28,4,9.81,3,10.63,7,29.78,3,93.85,7,-1.76,10,75.18,6,6.55,1,10.9,3,0.07,1,56,6
"41430","2017",경기도 의왕시,,,37.74,5,-6.07,10,,,51.21,6,0.66,5,22388.64,4,629,5,34.14,5,15.11,5,6.88,6,37.94,4,-22.52,10,-0.83,10,91.81,6,9.45,1,10.45,3,0.13,1,26,3
"41480","2017",경기도 파주시,,,37.36,5,-1.52,10,,,42.5,6,0.68,5,47894.69,6,736,6,44.62,6,20.15,5,2.12,3,31.66,3,35.1,7,1.31,7,85.46,6,12.42,1,14.63,4,0.17,3,61,6
"41590","2017",경기도 화성시,,,28.52,5,5.12,9,,,67.34,7,1.87,7,98519.37,7,2989,7,87.15,7,23.34,6,5.61,6,29.72,3,-34.91,10,6.54,7,90.44,6,12.09,1,17.21,5,0.06,1,70,6
"42820","2017",강원도 고성군,,,43.81,6,-4.29,10,,,14.85,4,0.1,1,32789.4,5,22,1,16.89,3,19.83,5,0.54,1,146.89,6,13.37,6,0.35,7,83.52,6,45.22,6,29.67,6,1.09,7,3,1
"43750","2017",충청북도 진천군,,,31.76,5,4.46,9,,,30.38,6,1.55,6,96311.47,7,215,1,86.97,7,26.13,6,1.51,2,74.49,6,-37.43,10,5.03,7,80.92,6,42.99,6,39.21,6,0.28,5,14,1
"44800","2017",충청남도 홍성군,,,44.24,6,1.19,10,,,20.89,5,0.14,1,31459.17,5,91,1,17.33,3,29.58,6,0.92,1,77.86,6,7.54,5,1.75,7,89.61,6,40.08,6,15.35,5,0.4,5,16,1
"44830","2017",충청남도 당진시,,,26.78,4,-0.41,10,,,37.57,6,2.18,7,68559.25,6,195,1,72.84,7,21.08,5,2.31,4,59.36,5,-43.21,10,0.19,7,93.25,6,24.1,4,14.5,4,0.68,6,33,4
"45130","2017",전라북도 군산시,,,37.71,5,-3.78,10,,,24.7,5,1.62,6,33275.55,5,365,4,37.04,6,27.71,6,3.64,5,41.42,4,-55.41,10,-0.92,10,51.22,5,21.7,4,13.51,4,0.11,1,79,6
"45800","2017",전라북도 부안군,,,47.38,6,-4.73,10,,,15.12,4,0.16,1,25229.81,5,40,1,17.48,3,96.97,7,1.45,1,99.33,6,1.06,1,-0.87,10,70.43,5,96.95,7,25.63,6,0.79,6,22,3
"46710","2017",전라남도 담양군,,,38.59,5,-3.58,10,,,17.52,4,0.77,5,26558.46,5,111,1,18.68,4,31.4,6,0.82,1,101.13,6,-7.13,1,0.65,7,32.38,3,90.79,7,19.29,5,0.71,6,9,1
"46880","2017",전라남도 장성군,,,34.52,5,-1.6,10,,,19.22,5,1.02,6,38292.21,6,143,1,25.01,5,9.88,3,1.7,2,105.14,6,-28.3,10,0.4,7,27.4,2,87.78,7,40.92,6,1.24,7,9,1
"46910","2017",전라남도 신안군,,,37.07,5,-3.88,10,,,8.58,1,0.31,2,24101.35,4,11,1,11.12,1,71.37,7,0.72,1,134.27,6,-1.17,1,-0.59,10,46.17,4,121.88,7,31.7,6,0.29,5,3,1
"47130","2017",경상북도 경주시,,,36.61,5,-4.43,10,,,27.92,6,3.14,7,40463.26,6,502,5,49.29,6,13.24,4,1.49,2,62.44,5,-15.86,10,-0.37,10,81.01,6,26.62,5,18.55,5,0.08,1,72,6
"11260","2018",서울특별시 중랑구,,,50.48,6,-6.66,10,,,23.35,5,0.26,4,11043.2,1,307,3,10.62,1,5.9,1,16.16,7,35.27,3,12.54,4,-1.35,10,92.92,6,6.54,1,13.48,4,0.05,1,39,4
"11290","2018",서울특별시 성북구,,,52.45,6,-4.85,10,,,27,5,0.27,4,13891.39,2,1971,7,12.04,1,7.56,2,25.69,7,34.89,3,-21.02,1,-1.91,10,93.59,6,5.7,1,13.58,4,0.02,1,87,6
"26170","2018",부산광역시 동구,,,48,6,-6.43,10,,,18.85,5,1.15,7,52382.63,6,75,1,57.63,6,0.8,1,9.76,7,71.87,5,-78.58,10,-1.68,10,95.97,6,12.5,1,18.33,5,0.36,5,93,6
"26290","2018",부산광역시 남구,,,42.96,6,0.95,10,,,34.35,6,0.33,4,20392.77,4,576,5,23.73,4,8.81,3,4.85,6,27.69,2,3.21,1,2.32,8,95.22,6,8.12,1,10.91,3,0.04,1,46,5
"26530","2018",부산광역시 사상구,,,38.91,5,-6.71,10,,,24.22,5,0.62,6,30268.61,5,520,5,31.05,5,3.25,1,4.79,6,32.54,3,-28.73,10,-2.59,10,92.53,6,7.39,1,16.18,5,0.05,1,39,4
"27200","2018",대구광역시 남구,,,51.21,6,-6.96,10,,,16.83,4,0.41,5,19581.27,4,165,1,20.06,4,0.69,1,6.64,6,44.09,4,134.32,7,-1.18,10,,0,8.89,1,12.32,4,0.27,4,71,6
"28140","2018",인천광역시 동구,,,29.64,5,-9.73,10,,,33.5,6,0.63,6,52833.83,6,385,4,60.48,6,1.07,1,7.37,6,70.02,5,1327.05,7,-4.73,10,95.87,6,8.91,1,15.47,5,0.16,2,18,1
"30110","2018",대전광역시 동구,,,44.53,6,-5,10,,,13.52,3,0.35,5,15293.32,3,410,4,19.74,4,2.37,1,1.8,2,26.19,1,-5.72,1,-0.5,10,74.55,5,9.84,1,82.42,7,,0,78,6
"30200","2018",대전광역시 유성구,,,38.72,5,-3.47,10,,,33.41,6,0.5,5,38815.92,6,8243,7,61.08,6,12.6,4,2.21,3,16.8,1,20.79,5,-0.13,10,56.69,5,6.4,1,22.28,5,0.03,1,84,6
"31200","2018",울산광역시 북구,,,26.03,4,1.64,10,,,32.11,6,0.6,6,51950.33,6,253,2,117.37,7,20.52,5,1.58,2,24.84,1,-39.33,10,2.21,8,82.65,6,8.03,1,14.26,4,0.1,1,34,4
"41170","2018",경기도 안양시,,,42.95,6,-5.83,10,,,49.19,6,0.53,6,31444.87,5,2302,7,28.77,5,14.52,5,10.76,7,26.78,1,68.25,7,-2.24,10,91.46,6,5.88,1,13.18,4,0.04,1,110,6
"41360","2018",경기도 남양주시,,,45.65,6,0.13,10,,,34.17,6,0.28,4,16096.3,3,914,6,12.31,2,10.64,4,3.96,5,30.06,2,-4.28,1,2.28,8,87.38,6,11.76,1,13.07,4,0.05,1,88,6
"41450","2018",경기도 하남시,,,41.23,5,7.86,8,,,53.56,6,0.38,5,25516.29,5,419,4,15.36,3,13.2,4,6.73,6,26.77,1,-22.21,10,8.24,8,93.41,6,7.56,1,11.34,3,,0,50,5
"41590","2018",경기도 화성시,,,29.23,5,7.08,9,,,64.21,7,0.8,6,102453.87,7,3191,7,87.79,7,21.24,5,5.77,6,32.41,3,13.46,4,8.25,8,90.54,6,11.12,1,15.72,5,0.06,1,75,6
"41630","2018",경기도 양주시,,,37.77,5,-1.71,10,,,35.3,6,0.5,5,30488.76,5,396,4,20.37,4,17.56,5,4.88,6,36.84,3,-33.12,10,2.15,8,89.75,6,17,3,20.85,5,0.05,1,35,4
"42130","2018",강원도 원주시,,,43.86,6,-2.71,10,,,25.57,5,0.48,5,27711.2,5,774,6,28.33,5,24.23,6,1.97,3,36.69,3,37.3,6,0.76,8,93.19,6,16.64,3,25.91,6,0.15,1,63,6
"42150","2018",강원도 강릉시,,,44.74,6,-3.86,10,,,22.43,5,0.43,5,25014.12,4,391,4,22.02,4,22.73,6,1.16,1,47.48,4,-19.94,1,-0.18,10,86.8,6,21.32,4,23.9,6,0.52,6,49,5
"43745","2018",충청북도 증평군,,,41.28,5,-4.25,10,,,17.53,4,0.38,5,30573.49,5,33,1,29.94,5,19.42,5,3.48,5,101.2,6,74.09,7,-1.44,10,88.03,6,35.1,5,39.77,6,0.55,6,13,1
"44180","2018",충청남도 보령시,,,42.03,5,-6,10,,,21.43,5,0.42,5,38250,6,118,1,32.31,5,10.42,3,2.32,4,98.66,6,-32.66,10,-0.68,10,98.43,6,44.15,6,14.82,4,1.45,7,22,2
"44210","2018",충청남도 서산시,,,33.31,5,-1.55,10,,,36.61,6,0.51,6,102165.6,7,402,4,65.15,6,20.48,5,2.14,3,62.27,5,88.72,7,1.28,8,83.58,6,25.12,4,12.15,4,0.42,5,22,2
"44760","2018",충청남도 부여군,,,44.6,6,-4.45,10,,,13.48,3,0.33,4,29499.78,5,46,1,18.12,3,10.89,4,0.29,1,120.74,6,87.94,7,-0.53,10,92.65,6,75.34,6,13.28,4,0.31,5,10,1
"44810","2018",충청남도 예산군,,,37.27,5,-2.84,10,,,14.28,4,0.48,5,40636.36,6,109,1,29.09,5,14.27,5,1.28,1,102.36,6,61.72,7,0.5,8,96.09,6,53.02,6,25.13,6,0.26,4,22,2
"45730","2018",전라북도 무주군,,,39.87,5,-4.72,10,,,20.2,5,0.39,5,23316.65,4,16,1,20.59,4,23.35,6,0.61,1,174.57,7,39.71,6,0.15,10,95.79,6,125.32,7,41.33,6,1.32,7,19,1
"46880","2018",전라남도 장성군,,,36.4,5,-2.91,10,,,18.33,5,0.58,6,39130.76,6,103,1,25.37,5,9.86,3,1.7,2,152.99,6,23.01,6,-0.3,10,,0,88.13,7,46.05,7,1.49,7,9,1
"46890","2018",전라남도 완도군,,,45.9,6,-2.53,10,,,12.66,3,0.34,5,21260.91,4,43,1,9.83,1,35.64,6,0.9,1,151.36,6,34.25,6,-0.64,10,77.9,5,72.52,6,21.78,5,0.65,6,10,1
"47750","2018",경상북도 청송군,,,49.46,6,-5.99,10,,,11.3,3,0.41,5,27808.98,5,11,1,14.26,2,18.75,5,0.49,1,220.95,7,5.99,1,-0.22,10,86.34,6,100.62,7,20.12,5,0.84,6,9,1
"48170","2018",경상남도 진주시,,,46.32,6,-3.59,10,,,34.84,6,0.41,5,24314.8,4,828,6,24.15,4,31.15,6,2.33,4,34.21,3,-62.04,10,-0.21,10,60.51,5,17.2,3,19.72,5,0.12,1,95,6
"48270","2018",경상남도 밀양시,,,40.7,5,-3.74,10,,,19.81,5,0.41,5,28184.94,5,130,1,22.87,4,18.82,5,1.11,1,70.4,5,-11.12,1,-0.36,10,69.12,5,44.97,6,37,6,0.1,1,20,1
"11590","2019",서울특별시 동작구,,,51.14,6,-3.04,10,,,31.44,6,0.3,4,,,944,6,18.32,3,11.68,4,15.94,7,34.57,3,-0.16,1,-0.22,10,93.24,6,5.39,1,10.54,3,0.05,1,113,6
