"시군구코드","연도","시군구명","노령화지수(인구총조사)","노령화지수(인구총조사)등급","인구순이동률","인구순이동률등급","인구변화율(인구총조사)","인구변화율(인구총조사)등급","평균교육년수","평균교육년수등급","독거노인가구비율","독거노인가구비율등급","기초생활수급자(천인당)","기초생활수급자(천인당)등급","소년소녀가장(천인당)","소년소녀가장(천인당)등급","노령화지수(주민등록인구통계)","노령화지수(주민등록인구통계)등급","인구변화율(주민등록인구통계)","인구변화율(주민등록인구통계)등급","고령인구수(인구총조사)","고령인구수(인구총조사)등급","고령인구수(주민등록인구통계)","고령인구수(주민등록인구통계)등급","노년부양비(인구총조사)","노년부양비(인구총조사)등급","노년부양비(주민등록인구통계)","노년부양비(주민등록인구통계)등급","세입자가구비율","세입자가구비율등급","경제활동인구(인구총조사)","경제활동인구(인구총조사)등급","경제활동인구(주민등록인구통계)","경제활동인구(주민등록인구통계)등급","종사자수(천명당)","종사자수(천명당)등급","사업체당종사자수","사업체당종사자수등급","제조업종사자비율","제조업종사자비율등급","고차산업종사자비율","고차산업종사자비율등급","재정자립도","재정자립도등급","지방세액(1인당)","지방세액(1인당)등급","지가변동률(주거)","지가변동률(주거)등급","지가변동률(상업)","지가변동률(상업)등급","의료보험료","의료보험료등급","도소매업종사자수(천명당)","도소매업종사자수(천명당)등급","총사업체수증감율","총사업체수증감율등급","총종사자수증감율","총종사자수증감율등급","도소매업체증감율","도소매업체증감율등급","제조업체증감율","제조업체증감율등급","주요산업별종사자수","주요산업별종사자수등급","총사업체수","총사업체수등급","노후주택비율","노후주택비율등급","신규주택비율","신규주택비율등급","공가율","공가율등급","부동산공시지가","부동산공시지가등급","노후건축물비율","노후건축물비율등급","소형주택비율","소형주택비율등급","주거면적(1인당)","주거면적(1인당)등급","주택보급율","주택보급율등급","접도율","접도율등급"
"28170","2001",인천광역시 미추홀구,,,0.66,9,,,,,,,25.39,4,,,34.45,4,1.19,7,,,27353,6,,,8.58,4,,,,,318628,7,219.47,5,3.86,5,19.95,5,8.17,6,33.2,6,361.21,5,0.62,7,0.16,6,,,41.31,5,-0.45,10,-2.14,10,-2.09,10,10.21,6,18623,6,24203,6,,,,,,,,,,,,,,,,,,
"30110","2001",대전광역시 동구,,,-2.82,10,,,,,,,48.74,6,,,39.91,4,-2.32,10,,,17780,6,,,9.64,4,,,,,184498,6,203.22,5,2.98,5,14.37,4,4.39,5,24.9,5,223.13,3,0.48,6,-0.6,10,,,54.81,6,-5.92,10,-2.41,10,-9.89,10,2.8,4,13528,5,16856,6,,,,,,,,,,,,,,,,,,
"31110","2001",울산광역시 중구,,,-0.33,10,,,,,,,,0,,,19.33,1,0.38,7,,,9994,4,,,5.84,2,,,,,171219,6,164.71,4,2.77,4,6.3,1,5.41,5,30.5,5,255.21,4,-0.02,1,-2.34,10,,,47.61,5,1.78,8,3.29,7,-3.71,10,10.4,6,11089,4,13872,6,,,,,,,,,,,,,,,,,,
"41430","2001",경기도 의왕시,,,1.61,8,,,,,,,9.57,1,,,23.84,2,2.39,7,,,7031,3,,,8.02,4,,,,,87673,4,211.15,5,5.53,6,33.03,6,4.1,5,53.7,6,563.88,6,0.5,6,0.73,7,,,27.65,4,3.27,8,3.2,7,-2,10,23.52,7,8662,3,4738,2,,,,,,,,,,,,,,,,,,
"42780","2001",강원도 철원군,,,-2.58,10,,,,,,,35.07,5,,,50.47,5,-2.1,10,,,5250,2,,,14.42,5,,,,,36420,1,218.52,5,3.51,5,12.52,4,5.7,5,18.1,4,330.66,5,0,1,0,1,,,35.91,5,6.75,8,14.95,7,-2.38,10,77.78,7,2128,1,3241,1,,,,,,,,,,,,,,,,,,
"43730","2001",충청북도 옥천군,,,-2.15,10,,,,,,,52.27,6,,,95.29,6,-2.11,10,,,9132,4,,,22.38,6,,,,,40800,1,244.48,5,4.34,6,36.87,6,4.06,5,19.6,4,337.32,5,0.12,3,0.01,1,,,31.1,4,-0.92,10,-5.43,10,-7.47,10,10.86,7,5365,1,3349,1,,,,,,,,,,,,,,,,,,
"43745","2001",충청북도 증평군,,,0,10,,,,,,,39.82,5,,,43.92,5,-2.77,10,,,2964,1,,,13.67,5,,,,,21679,1,245.44,5,3.84,5,28.55,6,6.81,6,,,371.52,5,,,,,,,39.47,5,-1.47,10,-1.41,10,-5.33,10,-0.66,1,2200,1,2007,1,,,,,,,,,,,,,,,,,,
"43800","2001",충청북도 단양군,,,-3.26,10,,,,,,,50.15,6,,,83.84,6,-3.2,10,,,5298,2,,,19.55,6,,,,,27104,1,278.22,6,4.13,5,21.92,5,3.38,4,17.4,4,371.95,5,-0.06,1,-0.06,1,,,34.84,5,-0.57,10,2.16,7,-3.09,10,-7.27,10,2361,1,2608,1,,,,,,,,,,,,,,,,,,
"44130","2001",충청남도 천안시,,,1.46,8,,,,,,,22.71,4,,,25.91,3,2.64,7,,,27601,6,,,9.25,4,,,,,298405,7,309.38,6,5.39,6,38.19,6,5,5,46.4,6,523.51,6,0.17,4,-0.25,10,,,44.34,5,3.16,8,7.73,7,0.51,10,16.07,7,51104,7,24835,7,,,,,,,,,,,,,,,,,,
"44210","2001",충청남도 서산시,,,-0.69,10,,,,,,,34.22,5,,,50.38,5,0.06,5,,,16151,6,,,15.85,6,,,,,101907,5,224.22,5,3.92,5,20.63,5,7.03,6,28.2,5,472.22,5,0.01,1,-0.12,10,,,41.11,5,-3.35,10,-5.05,10,-1.46,10,-5.79,10,6944,2,8592,5,,,,,,,,,,,,,,,,,,
"44230","2001",충청남도 논산시,,,-0.87,10,,,,,,,62.68,6,,,77.77,6,-1.48,10,,,19307,6,,,20.08,6,,,,,96153,4,210.87,5,3.38,5,21.47,5,5.53,5,21.2,4,313.42,4,0.05,1,0.03,1,,,42.28,5,1.13,9,-5.51,10,-0.52,10,4.87,5,6352,2,8757,5,,,,,,,,,,,,,,,,,,
"44825","2001",충청남도 태안군,,,-1.36,10,,,,,,,41.47,5,,,85.24,6,-1.26,10,,,9434,4,,,19.91,6,,,,,47376,1,185.72,5,3.16,5,5.7,1,5.13,5,20.7,4,433.76,5,-0.02,1,-0.2,10,,,34.43,5,0.35,10,0.82,7,-3.77,10,25,7,2766,1,3989,1,,,,,,,,,,,,,,,,,,
"45140","2001",전라북도 익산시,,,-0.59,10,,,,,,,53.01,6,,,41.08,4,0.13,7,,,29766,6,,,12.8,5,,,,,232540,6,235.35,5,4.35,6,29.2,6,5.92,6,31.6,5,339.13,5,-0.27,10,-0.79,10,,,38.79,5,-8.21,10,-6.95,10,-10.35,10,-2.01,1,23002,6,18124,6,,,,,,,,,,,,,,,,,,
"46880","2001",전라남도 장성군,,,-2.42,10,,,,,,,123.58,7,,,101.73,6,-2.32,10,,,8823,4,,,23.72,6,,,,,37191,1,184.32,5,3.95,5,30.96,6,4.38,5,11.7,2,271.2,4,0.2,5,0.41,7,,,27.96,4,-4.17,10,-5.32,10,-6.13,10,7.44,6,3121,1,2554,1,,,,,,,,,,,,,,,,,,
"46890","2001",전라남도 완도군,,,-2.27,10,,,,,,,113.48,7,,,102.7,6,-2.36,10,,,10241,5,,,22.67,6,,,,,45184,1,207.61,5,3.25,5,23.76,6,6.53,6,12,2,222.03,3,0,1,0.01,1,,,34.8,5,-4.63,10,-44.49,10,-3.93,10,4.13,5,3226,1,4183,2,,,,,,,,,,,,,,,,,,
"47110","2001",경상북도 포항시,,,-0.68,10,,,,,,,32.67,5,,,31.11,4,-0.18,10,,,33480,7,,,8.95,4,,,,,373955,7,276.84,6,4.57,6,24.29,6,5.29,5,51.5,6,524.28,6,-0.02,1,-0.16,10,,,51.01,6,-1.21,10,-7.84,10,-3.3,10,6.86,6,34627,6,31183,7,,,,,,,,,,,,,,,,,,
"47130","2001",경상북도 경주시,,,-1.27,10,,,,,,,29.75,5,,,53.5,5,-0.91,10,,,30306,7,,,15.11,5,,,,,200556,6,275.45,5,4.4,6,31.75,6,4.25,5,29.1,5,443.53,5,0.12,3,-0.05,1,,,38.44,5,-4.93,10,-0.28,10,-10.28,10,6.23,6,25146,6,17992,6,,,,,,,,,,,,,,,,,,
"47170","2001",경상북도 안동시,,,-1.19,10,,,,,,,58.99,6,,,75.01,6,-1.12,10,,,23066,6,,,18.02,6,,,,,128020,5,224.9,5,3.57,5,7.51,1,7.26,6,18.9,4,333.8,5,0.14,4,0.15,6,,,51.88,6,-2.14,10,4.83,7,-8.28,10,6.76,6,9434,4,11448,5,,,,,,,,,,,,,,,,,,
"47280","2001",경상북도 문경시,,,-0.68,10,,,,,,,65.01,6,,,91.4,6,-0.9,10,,,13027,5,,,21.08,6,,,,,61811,3,196.45,5,3.24,5,11.79,4,6.77,6,16.7,4,267.73,4,0,1,0.02,1,,,39.06,5,-0.9,10,14.8,7,-9.69,10,11.18,7,3480,1,5405,3,,,,,,,,,,,,,,,,,,
"48270","2001",경상남도 밀양시,,,-1.24,10,,,,,,,51.76,6,,,80.82,6,-1.26,10,,,16446,6,,,19.08,6,,,,,86203,4,201.55,5,3.42,5,18.97,5,5.99,6,19.4,4,300.87,4,0.22,5,0,1,,,35.33,5,-2.9,10,-2.57,10,-5.69,10,-5.12,1,4704,1,7255,4,,,,,,,,,,,,,,,,,,
"48840","2001",경상남도 남해군,,,-2.67,10,,,,,,,59.09,6,,,164.09,7,-3.09,10,,,12755,5,,,34.12,7,,,,,37388,1,178.57,4,2.84,4,8.99,2,6.06,6,15.6,3,215.12,3,0.04,1,-0.05,1,,,36.05,5,-7.14,10,-3.16,10,-16.47,10,-3.87,1,2088,1,3642,1,,,,,,,,,,,,,,,,,,
