"시군구코드","연도","시군구명","노령화지수(인구총조사)","노령화지수(인구총조사)등급","인구순이동률","인구순이동률등급","인구변화율(인구총조사)","인구변화율(인구총조사)등급","평균교육년수","평균교육년수등급","독거노인가구비율","독거노인가구비율등급","기초생활수급자(천인당)","기초생활수급자(천인당)등급","소년소녀가장(천인당)","소년소녀가장(천인당)등급","노령화지수(주민등록인구통계)","노령화지수(주민등록인구통계)등급","인구변화율(주민등록인구통계)","인구변화율(주민등록인구통계)등급","고령인구수(인구총조사)","고령인구수(인구총조사)등급","고령인구수(주민등록인구통계)","고령인구수(주민등록인구통계)등급","노년부양비(인구총조사)","노년부양비(인구총조사)등급","노년부양비(주민등록인구통계)","노년부양비(주민등록인구통계)등급","세입자가구비율","세입자가구비율등급","경제활동인구(인구총조사)","경제활동인구(인구총조사)등급","경제활동인구(주민등록인구통계)","경제활동인구(주민등록인구통계)등급","종사자수(천명당)","종사자수(천명당)등급","사업체당종사자수","사업체당종사자수등급","제조업종사자비율","제조업종사자비율등급","고차산업종사자비율","고차산업종사자비율등급","재정자립도","재정자립도등급","지방세액(1인당)","지방세액(1인당)등급","지가변동률(주거)","지가변동률(주거)등급","지가변동률(상업)","지가변동률(상업)등급","의료보험료","의료보험료등급","도소매업종사자수(천명당)","도소매업종사자수(천명당)등급","총사업체수증감율","총사업체수증감율등급","총종사자수증감율","총종사자수증감율등급","도소매업체증감율","도소매업체증감율등급","제조업체증감율","제조업체증감율등급","주요산업별종사자수","주요산업별종사자수등급","총사업체수","총사업체수등급","노후주택비율","노후주택비율등급","신규주택비율","신규주택비율등급","공가율","공가율등급","부동산공시지가","부동산공시지가등급","노후건축물비율","노후건축물비율등급","소형주택비율","소형주택비율등급","주거면적(1인당)","주거면적(1인당)등급","주택보급율","주택보급율등급","접도율","접도율등급"
"46170","2013",전라남도 나주시,,,-0.06,1,,,,,,,51.33,6,,,226.86,6,-0.36,10,,,21792,5,,,38.67,6,,,,,56356,2,330.23,5,5,5,18.66,5,3.87,5,18.2,5,906.56,5,0.18,6,0.26,7,9770791.43,1,48.58,5,4.85,6,5.52,6,3.22,6,9.51,6,5408,1,5796,2,,,,,,,,,61.76,6,,,,,,,,
"46780","2013",전라남도 보성군,,,-0.93,10,,,,,,,51.35,6,,,312.48,7,-1.41,10,,,14818,4,,,55.24,7,,,,,26825,1,241.87,4,3.39,5,8.67,3,3.25,5,10.2,2,463.09,4,0.19,6,-0.03,1,4285262.79,1,44.71,5,3.31,6,-3.69,1,4.4,6,-1.5,1,2074,1,3311,1,,,,,,,,,65.72,6,,,,,,,,
"46830","2013",전라남도 영암군,,,-1.84,10,,,,,,,34.81,6,,,156.23,6,-1.56,10,,,13087,3,,,34.81,6,,,,,37597,1,563.38,6,8.95,6,58.12,7,1.46,1,20.3,5,1270.24,6,-0.07,1,0.12,6,5606045.62,1,37.27,5,5.75,7,9.05,7,6.16,6,11.03,7,19338,5,3716,1,,,,,,,,,53.33,5,,,,,,,,
"46880","2013",전라남도 장성군,,,0.26,6,,,,,,,51.41,6,,,219.14,6,0.01,1,,,12046,3,,,41.9,6,,,,,28749,1,326.02,5,5.55,6,32.26,6,2.21,3,12.3,3,704.48,5,0.09,5,0,1,3950503.6,1,36.23,4,4.54,6,5.67,6,3.5,6,8.41,6,4869,1,2719,1,,,,,,,,,55.78,6,,,,,,,,
"46900","2013",전라남도 진도군,,,-0.14,10,,,,,,,65.37,7,,,267.24,6,-0.63,10,,,9888,2,,,50.94,6,,,,,19410,1,227.47,4,3.3,4,7.37,2,4.2,5,11.7,3,433.76,3,0.05,3,-0.04,1,3093243.55,1,36.12,4,2.43,5,8.85,7,3.35,6,13.58,7,1192,1,2277,1,,,,,,,,,74.53,6,,,,,,,,
"47210","2013",경상북도 영주시,,,-0.58,10,,,,,,,47.5,6,,,164.47,6,-0.81,10,,,22790,5,,,30,6,,,,,75978,3,287.53,5,3.7,5,14.75,5,5.1,6,18.5,5,612.05,4,0.05,2,0.09,6,13448034.88,3,55.16,6,2.28,5,2.35,4,0.6,1,0.19,1,6212,1,8747,4,,,,,,,,,64.18,6,,,,,,,,
"48330","2013",경상남도 양산시,,,2.7,7,,,,,,,23.79,5,,,59.69,2,3.37,7,,,27927,6,,,13.63,4,,,,,204855,6,386.95,6,5.85,6,43.13,7,3.8,5,44.1,6,1192.85,6,0.15,6,0.16,7,36452075.81,6,43.45,5,4.15,6,2.23,4,7.77,7,1.39,1,46659,7,18485,6,,,,,,,,,37.97,5,,,,,,,,
"49130","2013",제주특별자치도 서귀포시,,,0.93,7,,,,,,,38.4,6,,,120.29,5,1.03,7,,,26936,5,,,25.34,5,,,,,106312,4,332.43,5,4.17,5,3.87,1,4.45,5,30.6,6,833.76,5,0.22,6,0.18,7,22319578.72,5,64.41,6,5.5,7,5.32,6,3.21,6,2.46,4,12334,4,12407,5,,,,,,,,,54.03,6,,,,,,,,
"11560","2014",서울특별시 영등포구,,,-1.73,10,,,,,,,17.98,4,,,110.55,5,-1.07,10,,,49184,6,,,17.04,4,,,,,288677,6,881.59,7,8.32,6,4.46,1,17.98,7,42.4,6,2139.29,6,0.19,5,0.15,6,72600217.1,7,133.22,7,5.16,6,2.11,4,4.92,5,1.04,1,50937,7,40508,7,,,,,,,,,78,6,,,,,,,,
"11620","2014",서울특별시 관악구,,,-1.4,10,,,,,,,20.26,4,,,120.15,5,-0.93,10,,,62251,7,,,15.6,4,,,,,399122,7,205.05,4,4.64,5,5.57,1,4.89,6,25.3,6,495.07,3,0.1,3,0.07,4,82552906.28,7,31.59,4,0.49,1,3.21,5,0.69,1,-4.36,1,16659,5,22689,6,,,,,,,,,65,6,,,,,,,,
"11710","2014",서울특별시 송파구,,,-1.17,10,,,,,,,8.94,1,,,71.16,3,-0.55,10,,,64891,7,,,12.76,3,,,,,508652,7,382.37,6,6.51,6,3.54,1,7.82,6,44.5,7,1302.42,6,0.16,5,0.22,6,120869983.82,7,79.62,6,1.91,3,4.34,6,2.37,3,11.47,6,52925,7,39069,7,,,,,,,,,58,6,,,,,,,,
"26110","2014",부산광역시 중구,,,-1.09,10,,,,,,,48.72,6,,,243.72,6,-1.28,10,,,9154,1,,,27.06,6,,,,,33827,1,1467.55,7,4.6,5,1.95,1,5.28,6,23.6,6,1843.19,6,0.07,1,0.22,6,8579666.56,1,299.48,7,0.24,1,0.32,1,0.65,1,-5.9,1,20490,5,14903,5,,,,,,,,,70,6,,,,,,,,
"26140","2014",부산광역시 서구,,,-0.35,10,,,,,,,43.76,6,,,214.24,6,-0.56,10,,,22902,5,,,27.1,6,,,,,84523,4,350.66,5,4.48,5,6.98,2,2.58,4,10.4,3,486.13,3,0.21,5,0.12,5,16993554.15,4,73.56,6,1.25,1,4.13,6,1.46,1,1.88,1,8791,2,9245,4,,,,,,,,,83,6,,,,,,,,
"26290","2014",부산광역시 남구,,,-1.82,10,,,,,,,22.31,5,,,122.52,5,-1.64,10,,,42392,6,,,20.19,5,,,,,209997,6,249.04,4,4.97,5,6.95,2,7.36,6,22.1,6,544.03,4,0.4,6,0.28,7,42895331.76,6,34.47,4,0.31,1,3.83,5,-3.19,1,-3.33,1,11131,3,14387,5,,,,,,,,,79,6,,,,,,,,
"26380","2014",부산광역시 사하구,,,-1.95,10,,,,,,,37.33,6,,,98.33,4,-1.64,10,,,42209,6,,,16.35,4,,,,,258237,6,294.26,5,5.09,6,32.45,6,3.66,5,19.9,5,515.18,3,0.17,5,0.08,4,44765294.83,6,39.17,5,1.65,2,-2.21,1,1.96,2,1.77,1,32787,6,19835,6,,,,,,,,,80,6,,,,,,,,
"27140","2014",대구광역시 동구,,,0.9,7,,,,,,,37.05,6,,,113.36,5,1.21,7,,,51318,6,,,20.41,5,,,,,251389,6,261.81,5,4.35,5,7.21,2,5.32,6,16.8,5,784.95,5,0.35,6,0.38,7,47671389.97,6,48.67,5,1.59,2,4.71,6,-1.15,1,2.97,1,16936,5,20961,6,,,,,,,,,71,6,,,,,,,,
"27230","2014",대구광역시 북구,,,-0.41,10,,,,,,,28.37,5,,,69.58,3,0,1,,,47172,6,,,14.32,4,,,,,329410,7,328.92,5,4.21,5,23.71,6,3.62,5,19.1,5,618.43,4,0.24,6,0.24,6,65495457.25,7,71.05,6,1.28,1,1.98,4,1.21,1,2.13,1,34662,6,34692,7,,,,,,,,,56,6,,,,,,,,
"27710","2014",대구광역시 달성군,,,-0.17,10,,,,,,,25.35,5,,,70.35,3,0.3,5,,,20762,5,,,15.42,4,,,,,134627,5,414.36,6,5.81,6,53.67,7,2.75,4,24.9,6,1322.16,6,0.39,6,0.11,5,21879125.65,5,37.4,4,6.75,6,6.03,6,6.13,6,9.72,5,41121,6,13191,5,,,,,,,,,50,5,,,,,,,,
"28200","2014",인천광역시 남동구,,,0.94,7,,,,,,,26.25,5,,,61.29,2,1.51,7,,,47905,6,,,12.33,3,,,,,388584,7,393.36,6,6.46,6,41.91,7,5.03,6,29.4,6,972.62,5,0.17,5,0.01,1,74059960.23,7,45.16,5,3.95,5,4.89,6,2.83,4,7.26,4,84843,7,31334,7,,,,,,,,,55,5,,,,,,,,
"28260","2014",인천광역시 서구,,,1.06,7,,,,,,,14.87,3,,,44.94,1,1.77,7,,,38343,6,,,10.22,2,,,,,375021,7,301.81,5,5.71,6,39.41,7,2.62,4,36.8,6,905.8,5,0.12,4,0.1,5,71739580,7,41.39,5,4.34,5,3.17,5,3.77,4,2.98,1,59321,7,26352,6,,,,,,,,,43,5,,,,,,,,
"29110","2014",광주광역시 동구,,,-2.26,10,,,,,,,54.07,6,,,177.11,6,-2.16,10,,,18919,4,,,26.58,5,,,,,71185,3,642.16,6,4.11,5,3.34,1,11.12,7,14.9,5,1051.3,5,0.21,5,0.11,5,14287361.06,3,124.33,7,0.74,1,1.43,2,1.24,1,-2.99,1,12531,4,15737,6,,,,,,,,,73,6,,,,,,,,
"48860","2009",경상남도 산청군,,,0.33,7,,,,,,,74.43,6,,,288.23,7,-0.35,10,,,10284,3,,,48.81,7,,,,,21069,1,236.51,5,3.86,5,10.9,4,5.01,5,12.7,3,620.2,5,0.12,3,0.16,5,2744943.81,1,29.01,4,-1.02,10,-1.3,1,-3.94,10,-0.78,10,1334,1,2139,1,,,,,,,,,,,,,,,,,,
"48880","2009",경상남도 거창군,,,0.07,7,,,,,,,53.69,6,,,153.79,6,-0.14,1,,,13927,4,,,34.65,6,,,,,40197,1,246.61,5,3.8,5,10.16,4,5.38,6,12.6,3,497.75,4,0.28,6,0.21,6,4996455.95,1,45,5,-0.56,1,1.97,4,-1.7,10,-1.03,10,2843,1,4099,1,,,,,,,,,,,,,,,,,,
"41830","2006",경기도 양평군,,,1.05,8,,,,,,,42.18,5,,,113.44,6,0.89,9,,,14586,5,,,24.78,6,,,,,58854,2,208.44,5,3.17,5,6.29,1,6.78,6,16.9,4,1044.68,6,0.49,6,0.22,6,9407141.18,3,32.49,4,4.57,7,-0.6,1,-0.38,10,-16.67,10,4547,1,5676,3,,,,,,,,,,,,,,,,,,
"42110","2006",강원도 춘천시,,,0.27,10,,,,,,,47.35,6,,,61.4,4,0.49,10,,,29209,6,,,16.28,5,,,,,179461,6,278.18,5,4.28,5,5.03,1,8.07,6,32.9,6,730.73,5,0.05,1,-0.09,1,23649569.19,6,46.34,5,0.34,5,0.5,2,-0.78,10,-5.01,10,11875,4,16641,6,,,,,,,,,,,,,,,,,,
"42170","2006",강원도 동해시,,,-2.1,10,,,,,,,37.09,5,,,58.19,4,-1.75,10,,,10444,4,,,15.11,5,,,,,69106,3,264.51,5,3.54,5,10.05,3,5.87,6,21.2,5,484.66,4,0.12,3,-0.17,1,8348830.89,2,50.08,6,-0.91,10,-4.63,10,-1.17,10,-7.24,10,4883,1,7285,4,,,,,,,,,,,,,,,,,,
"42230","2006",강원도 삼척시,,,-1.72,10,,,,,,,54.31,6,,,103.35,6,-1.89,10,,,11273,4,,,22.74,6,,,,,49569,1,272.93,5,3.96,5,7.31,2,5.71,6,13.4,3,488.8,4,0.13,3,-0.13,1,5022893.99,1,40.54,5,-0.48,1,1.62,6,-1.88,10,-7.85,10,2909,1,4949,2,,,,,,,,,,,,,,,,,,
"42800","2006",강원도 양구군,,,-1.15,10,,,,,,,72.97,6,,,84.3,5,-0.98,10,,,3222,1,,,22.65,6,,,,,14225,1,233.67,5,3.13,5,7.48,2,3.98,5,17.2,4,399.53,4,0.15,4,0,1,1452382.46,1,37.05,5,1.21,7,3.87,7,-0.26,10,-4.69,10,1048,1,1589,1,,,,,,,,,,,,,,,,,,
"42810","2006",강원도 인제군,,,-1.42,10,,,,,,,53.83,6,,,76.57,5,-0.97,10,,,4530,1,,,20.55,6,,,,,22047,1,282.58,5,3.31,5,5.49,1,4.96,5,12.9,3,489.08,4,0.14,4,0,1,2628453.46,1,40.01,5,4.33,7,24.99,7,-0.83,10,-4.71,10,2175,1,2772,1,,,,,,,,,,,,,,,,,,
"42820","2006",강원도 고성군,,,-2.05,10,,,,,,,56.35,6,,,124.03,6,-2.12,10,,,5440,1,,,25.35,6,,,,,21459,1,280.36,5,3.52,5,7.89,2,4.02,5,14,3,955.86,6,0,1,0,1,2626130.06,1,31.9,4,-2.31,10,5.24,7,-5.55,10,-1.33,10,2461,1,2491,1,,,,,,,,,,,,,,,,,,
"43745","2006",충청북도 증평군,,,-0.78,10,,,,,,,38.94,5,,,61.14,4,-0.41,10,,,3607,1,,,17.2,5,,,,,20976,1,279.96,5,4.34,5,29.42,6,4.85,5,11.6,3,678.11,5,0.06,1,0,1,1984036.97,1,45.57,5,0.87,6,1.01,5,-2.5,10,0,10,2511,1,1968,1,,,,,,,,,,,,,,,,,,
"44770","2006",충청남도 서천군,,,-2.16,10,,,,,,,62.83,6,,,173.27,6,-2.63,10,,,14388,5,,,36.03,6,,,,,39937,1,249.33,5,3.8,5,23.86,6,3.73,5,10.2,2,497.75,5,0.79,7,-0.11,1,4007412.36,1,37.24,5,-2.49,10,-5.29,10,-4.26,10,-5.41,10,3726,1,4109,1,,,,,,,,,,,,,,,,,,
"45790","2006",전라북도 고창군,,,-2,10,,,,,,,78.22,6,,,177.44,6,-2.58,10,,,14674,5,,,37.54,6,,,,,39086,1,210.49,5,3.39,5,10.66,4,3.88,5,10.7,2,322.99,3,0,1,0,1,3809089.17,1,35.71,5,0.52,6,1.59,6,-0.17,10,5.02,9,2215,1,3853,1,,,,,,,,,,,,,,,,,,
"46860","2006",전라남도 함평군,,,-3.41,10,,,,,,,99.9,7,,,210.72,7,-3.84,10,,,10066,4,,,42.29,7,,,,,23804,1,191.61,4,3.59,5,19.86,5,3.55,4,9.4,1,367.32,3,0,1,0,1,2413955.47,1,31.93,4,-1.86,10,1.44,6,-2.61,10,-9.15,10,1471,1,2061,1,,,,,,,,,,,,,,,,,,
"47150","2006",경상북도 김천시,,,-1.39,10,,,,,,,52.21,6,,,100.2,6,-1.38,10,,,22270,6,,,23.4,6,,,,,95187,4,239.72,5,4.12,5,30.54,6,4.7,5,21.2,5,510.85,5,0.04,1,0.04,1,10994359.56,4,32.47,4,-0.5,10,-2.15,10,0.55,7,-9.09,10,10226,4,8133,4,,,,,,,,,,,,,,,,,,
"47190","2006",경상북도 구미시,,,2.15,8,,,,,,,20.56,3,,,23.93,1,3.16,8,,,21226,6,,,7.68,2,,,,,276530,6,424.74,6,7.24,6,54.16,7,3.77,5,54.1,6,818.37,6,0.21,5,0.04,1,31110273.96,6,38.14,5,0.81,6,-1.39,10,1.95,7,-2.27,10,88905,7,22665,6,,,,,,,,,,,,,,,,,,
"48220","2006",경상남도 통영시,,,0.02,10,,,,,,,44.51,5,,,63.12,5,0.25,10,,,14335,5,,,14.92,5,,,,,96082,4,254.28,5,4,5,22.67,6,6.51,6,25.3,5,533.75,5,0.04,1,0.05,1,13665395.96,4,47.1,5,-0.76,10,4.96,7,-0.68,10,-6.67,10,7675,3,8473,4,,,,,,,,,,,,,,,,,,
"48860","2006",경상남도 산청군,,,-0.91,10,,,,,,,87.27,6,,,238.13,7,-1.63,10,,,9542,3,,,43.07,7,,,,,22155,1,214.26,5,3.45,5,12.8,4,3.45,4,12.6,3,496.78,5,0.09,1,0.05,1,2244958.45,1,26.08,4,-0.09,1,-3.83,10,-3.04,10,-5.39,10,1188,1,2220,1,,,,,,,,,,,,,,,,,,
"48890","2006",경상남도 합천군,,,-4.74,10,,,,,,,57.58,6,,,226.32,7,-5.26,10,,,14894,5,,,44.29,7,,,,,33629,1,180.5,4,2.99,4,14.44,5,4.18,5,13.3,3,329.28,3,0.02,1,0,1,3117611.86,1,28.55,4,-0.63,10,-5.56,10,-2.89,10,-0.69,10,1573,1,3329,1,,,,,,,,,,,,,,,,,,
"11170","2007",서울특별시 용산구,,,1.02,8,,,,,,,17.47,2,,,76.37,5,1.64,7,,,25728,6,,,14.58,5,,,,,176415,6,430.55,6,5.4,6,6.45,1,6.38,6,53,6,1686.55,7,1.42,7,1.34,7,38411912.04,6,132.46,7,-1.01,1,-7.45,10,0.81,6,-6.91,10,31239,6,18804,6,,,,,,,,,,,,,,,,,,
"11200","2007",서울특별시 성동구,,,-1.03,10,,,,,,,21.73,3,,,56.83,4,-0.27,10,,,29476,6,,,11.69,4,,,,,252190,6,348.63,6,5.46,6,29.21,6,4.76,5,39.9,6,663.38,5,1.24,7,1.43,7,49516553.73,7,57.75,6,-1.11,1,6.33,6,-0.28,1,-0.89,10,33968,6,21307,6,,,,,,,,,,,,,,,,,,
"26110","2007",부산광역시 중구,,,-1.77,10,,,,,,,47.54,6,,,119.33,6,-1.5,10,,,6852,1,,,18.32,5,,,,,37410,1,1338.43,7,4.49,5,3.4,1,9.76,6,28.9,6,1282.82,6,0,1,-0.03,1,7162188.33,1,261.96,7,-0.07,1,4.75,6,-0.41,1,-5.72,10,16641,5,14900,6,,,,,,,,,,,,,,,,,,
"26140","2007",부산광역시 서구,,,-2.61,10,,,,,,,59.35,6,,,104.24,6,-2.51,10,,,17560,5,,,17.85,5,,,,,98397,4,281.99,5,4.05,5,6.97,2,2.45,3,13.5,3,293.35,2,0.09,3,0.03,1,14380464.93,4,60.96,6,-0.09,1,3.35,6,-0.82,10,-2.17,10,8096,3,9238,5,,,,,,,,,,,,,,,,,,
"26170","2007",부산광역시 동구,,,-1.92,10,,,,,,,74.43,6,,,119.77,6,-1.88,10,,,15061,5,,,19.5,5,,,,,77245,4,715.05,7,5.47,6,3.91,1,11.28,7,20.2,5,716.29,5,-0.03,1,0.02,1,10468141.22,3,144.2,7,1.37,6,4.23,6,1.15,6,7.14,7,15124,5,13705,6,,,,,,,,,,,,,,,,,,
"26530","2007",부산광역시 사상구,,,-2.7,10,,,,,,,43.7,5,,,45.89,3,-2.2,10,,,19220,5,,,9.4,3,,,,,204412,6,449.69,6,4.55,5,37,6,1.97,2,25.4,5,452.11,4,0,1,0,1,27122994.13,6,103.29,7,0.22,1,-0.01,1,0.83,6,0.34,3,44176,7,26232,7,,,,,,,,,,,,,,,,,,
"28200","2007",인천광역시 남동구,,,7.53,8,,,,,,,27.54,4,,,36.67,2,9.02,7,,,29011,6,,,9.15,3,,,,,317100,7,390.89,6,6.44,6,45.81,7,5.63,6,36.7,6,903.83,6,0.28,6,0.26,6,45031380.42,6,49.52,5,2.51,6,0.89,1,1.36,7,0.87,6,76147,7,25816,6,,,,,,,,,,,,,,,,,,
"29200","2007",광주광역시 광산구,,,0.32,8,,,,,,,37.18,5,,,24.98,1,1.44,7,,,20413,5,,,9.54,3,,,,,213966,6,319.94,6,6.06,6,40.34,6,3.23,4,21,5,497.54,4,0.02,1,0,1,25437735.15,6,42.1,5,3.44,7,5.07,6,2.17,7,1.75,7,40797,7,16699,6,,,,,,,,,,,,,,,,,,
"41130","2007",경기도 성남시,,,-1.9,10,,,,,,,17.91,3,,,42.62,3,-1.13,10,,,71018,7,,,9.91,3,,,,,716315,7,277.37,5,5.91,6,14.13,5,8.39,6,71.7,7,1122.17,6,0.42,7,0.11,4,122232922.78,7,43.72,5,1.06,5,4.1,6,-0.37,1,-0.5,1,41709,7,44759,7,,,,,,,,,,,,,,,,,,
"41390","2007",경기도 시흥시,,,-0.97,10,,,,,,,14.67,1,,,24.43,1,0.02,1,,,21800,6,,,7.8,2,,,,,279543,6,375.27,6,5.32,6,54.06,7,3.1,4,57.2,7,907.13,6,0.46,7,0.1,4,48050013.93,7,49.77,5,3.19,7,1.41,3,5.43,7,0.96,6,79234,7,27556,7,,,,,,,,,,,,,,,,,,
"41460","2007",경기도 용인시,,,3.3,8,,,,,,,7.67,1,,,34.38,2,4.4,7,,,61614,7,,,11.01,4,,,,,559459,7,241.31,5,6.51,6,24.52,6,5.79,6,63.8,7,1413.14,6,0.33,6,0.45,7,102167453.93,7,29.58,4,6.25,7,9.71,7,7.34,7,-1.99,10,47350,7,29650,7,,,,,,,,,,,,,,,,,,
"41650","2007",경기도 포천시,,,0.12,10,,,,,,,37.56,5,,,64.33,4,0.56,7,,,18255,5,,,16.37,5,,,,,111526,5,393.74,6,4.72,6,46.85,7,3.36,4,32.6,6,926.03,6,0.29,6,0.2,6,18583968.69,5,46.27,5,2.77,7,5.18,6,3.56,7,2.03,7,29174,6,13205,6,,,,,,,,,,,,,,,,,,
"42190","2007",강원도 태백시,,,-0.46,10,,,,,,,39.11,5,,,79.46,5,-0.2,1,,,6326,1,,,17,5,,,,,37203,1,299.07,5,4.12,5,5.67,1,5.08,5,26.6,5,530.96,4,0.06,1,-0.01,1,4070689.4,1,46.61,5,1.08,5,-0.95,1,-0.94,10,11.56,7,2400,1,3736,1,,,,,,,,,,,,,,,,,,
"42820","2007",강원도 고성군,,,-2.8,10,,,,,,,57.63,6,,,140.42,6,-2.88,10,,,5694,1,,,27.6,6,,,,,20634,1,299.54,5,3.7,5,7.22,2,3.96,5,13.7,3,670.96,5,0.04,1,0,1,2692471.4,1,36.04,5,-1.16,1,3.76,6,-1.47,10,5.41,7,2500,1,2462,1,,,,,,,,,,,,,,,,,,
"42830","2007",강원도 양양군,,,-0.49,10,,,,,,,69.61,6,,,140.63,6,-0.66,10,,,5310,1,,,27.39,6,,,,,19386,1,358.49,6,3.15,5,10.57,4,2.86,4,16.6,4,1017.49,6,-0.05,1,-0.08,1,2714734.62,1,43.59,5,1.28,5,1.49,3,-0.81,10,1.41,6,3869,1,3243,1,,,,,,,,,,,,,,,,,,
"43110","2007",충청북도 청주시,,,0.26,8,,,,,,,26.39,4,,,35.94,2,1.05,7,,,46436,7,,,10.15,3,,,,,457654,7,361.09,6,5.22,6,24.5,6,5.76,6,48.1,6,625.15,5,0.08,2,0,1,60009778.03,7,53.56,6,2.99,7,4.11,6,3.32,7,2.75,7,56016,7,43787,7,,,,,,,,,,,,,,,,,,
"43730","2007",충청북도 옥천군,,,-0.38,10,,,,,,,55.89,6,,,139.2,6,-0.57,10,,,10972,4,,,30.69,6,,,,,35754,1,283.9,5,4.67,6,33.47,6,4.35,5,15.4,4,541.35,5,0,1,0,1,3544970.66,1,32.82,4,0.45,2,3.61,6,2.59,7,5.64,7,5189,1,3319,1,,,,,,,,,,,,,,,,,,
"43745","2007",충청북도 증평군,,,1.56,8,,,,,,,38.95,5,,,64.81,4,2.17,7,,,3837,1,,,17.94,5,,,,,21388,1,275.94,5,4.32,5,29.03,6,5.04,5,17.1,4,682.99,5,0.13,4,0,1,2226665.19,1,44.05,5,1.12,5,0.7,1,1.65,7,-10.81,10,2495,1,1990,1,,,,,,,,,,,,,,,,,,
"44710","2007",충청남도 금산군,,,0.44,8,,,,,,,62.63,6,,,160.88,6,0.24,6,,,12401,4,,,33,6,,,,,37581,1,293.6,5,3.84,5,36.88,6,3.37,4,22.6,5,630.09,5,0.03,1,0,1,4692141.23,1,47.84,5,2.82,7,0.69,1,2.77,7,5.64,7,6247,2,4416,2,,,,,,,,,,,,,,,,,,
"44790","2007",충청남도 청양군,,,-1.04,10,,,,,,,42.94,5,,,219.36,7,-1.41,10,,,8996,3,,,43.87,7,,,,,20507,1,219.11,5,3.57,5,24.58,6,3.68,5,11.2,3,442.25,4,0.08,2,0.24,6,2410293.88,1,29.67,4,-1.29,1,-5.19,10,-4.87,10,-7.49,10,1810,1,2060,1,,,,,,,,,,,,,,,,,,
"44810","2007",충청남도 예산군,,,-0.83,10,,,,,,,43.52,5,,,149.43,6,-1.02,10,,,18190,5,,,31.2,6,,,,,58307,2,241.75,5,3.98,5,21.73,6,4.78,5,15.7,4,583.91,5,0.2,5,0.2,6,7832016.87,2,35.14,5,-0.63,1,2.91,5,-3.31,10,4.35,7,4659,1,5391,3,,,,,,,,,,,,,,,,,,
"45190","2007",전라북도 남원시,,,-2.21,10,,,,,,,91.69,7,,,117.35,6,-2.21,10,,,17511,5,,,30.82,6,,,,,56814,2,241.66,5,3.49,5,15.81,5,5.58,6,11.2,3,395.31,3,0.03,1,-0.03,1,7387099.35,1,44.95,5,0.5,2,2.53,5,1.63,7,-6.4,10,4012,1,6172,3,,,,,,,,,,,,,,,,,,
"45800","2007",전라북도 부안군,,,-1.72,10,,,,,,,89.38,7,,,176.36,6,-2.16,10,,,14246,5,,,36.02,6,,,,,39555,1,230,5,3.43,5,10.58,4,5.29,5,10.3,2,410.66,4,0.2,6,-0.13,1,4694043.31,1,44.51,5,1.44,6,8.41,7,1.02,6,6.64,7,2754,1,4150,1,,,,,,,,,,,,,,,,,,
"46170","2007",전라남도 나주시,,,-0.87,10,,,,,,,88.52,6,,,156.42,6,-1.01,10,,,20655,5,,,33.54,6,,,,,61579,3,244.87,5,4.4,5,20.5,6,4.33,5,11.1,2,608.74,5,0.02,1,0,1,7515393.1,1,39.47,5,-0.58,1,-0.06,1,-2.95,10,-3.43,10,4791,1,5314,3,,,,,,,,,,,,,,,,,,
"46730","2007",전라남도 구례군,,,-2.06,10,,,,,,,91.09,7,,,193.35,6,-2.2,10,,,7187,2,,,41.55,6,,,,,17299,1,219.76,5,2.92,4,6.28,1,3.58,4,10.8,2,416.68,4,0.03,1,0,1,1865577.03,1,40.46,5,-1.99,10,-5.86,10,-1.22,10,-5.31,10,1377,1,2121,1,,,,,,,,,,,,,,,,,,
"46880","2007",전라남도 장성군,,,-0.98,10,,,,,,,87.34,6,,,164.6,6,-0.96,10,,,10778,4,,,35.83,6,,,,,30084,1,261.55,5,4.73,6,32.11,6,3.04,4,14.2,4,548.79,5,0,1,0.04,1,2927218.19,1,37.97,5,2.66,7,11.5,7,-1.88,10,10.26,7,3982,1,2621,1,,,,,,,,,,,,,,,,,,
"47210","2007",경상북도 영주시,,,-1.57,10,,,,,,,59.2,6,,,112.28,6,-1.61,10,,,19699,5,,,25.31,6,,,,,77839,4,230.19,5,3.43,5,14.28,5,5.59,6,19,5,473.35,4,0.11,4,0.01,1,9742298.03,3,50.82,6,-0.45,1,1.28,3,-1.15,10,1.87,7,5849,1,7730,4,,,,,,,,,,,,,,,,,,
"47730","2007",경상북도 의성군,,,-1.81,10,,,,,,,60.42,6,,,323.74,7,-2.51,10,,,17971,5,,,47.49,7,,,,,37844,1,170.19,4,2.96,4,14.08,5,5.52,6,9.1,1,419.38,4,0,1,-0.11,1,4208112.17,1,33.49,5,-2.81,10,-4.93,10,-1.37,10,-2.81,10,2055,1,3532,1,,,,,,,,,,,,,,,,,,
"47750","2007",경상북도 청송군,,,-1.69,10,,,,,,,86.1,6,,,242.63,7,-2.12,10,,,7279,2,,,41.4,6,,,,,17583,1,242.19,5,3.42,5,5.5,1,4.05,5,14.9,4,392.83,3,0.04,1,0,1,1801085.31,1,33.45,5,0.25,1,3.4,6,-3.67,10,2.13,7,1874,1,1974,1,,,,,,,,,,,,,,,,,,
